label,outcome,outcome_definition,exposure,exposure_definition,model,n_obs,n_clusters,estimate,cluster_se,wcb_ci_lo,wcb_ci_hi,wcb_p,wcb_p_display,wcb_seed,wcb_B,cr2_se,cr2_df,cr2_p,cr2_ci_lo,cr2_ci_hi,python_est,python_ci_lo,python_ci_hi,python_wcb_p,delta_estimate,py_r_classification,primary_result_EN
P_primary_first_difference,d_scene_ge10_pct,share of calls with scene-arrival time >= 10 minutes (pct); NOT scene-stay,d_accept_ge4_pct,share requiring >= 4 hospital-acceptance inquiries (pct),contemporaneous annual first differences with year fixed effects,470,47,0.435446048603923,0.070138161607623,0.221984028769077,0.564341596055916,0.0003000300030003,3e-04,20260715,9999,0.0783985907461532,8.82568351218637,0.000380124892937956,0.257560717787089,0.613331379420757,0.435446,0.248,0.621,1e-04,4.86039232194813e-08,B,Within-prefecture annual increases in hospital-acceptance friction were associated with increases in delayed ambulance scene arrival (beta = 0.435 percentage points in the share of calls with scene-arrival time >=10 minutes per 1-percentage-point increase in the four-inquiry rate; R wild-cluster-bootstrap 95% CI 0.222-0.564; p = 3e-04).
