variable,within_var,between_var,pct_within,pct_between
acceptance_ge4_pct,3.10979603579881,4.58505840024244,40.4139683427032,59.5860316572968
scene_ge10_pct,31.631739335161,57.8417966894764,35.3531789851816,64.6468210148184
annual_transport_strain_dispatches_per_team,7653.76843995588,231490.030689227,3.200487935638,96.799512064362
