year,prefecture_code,prefecture_name,analysis_population_n,scene_stay_ge30_n,scene_stay_ge30_share_reported_pct,scene_stay_ge45_n,scene_stay_ge60_n,source_pdf_filename,source_pdf_page,extraction_method,double_check_status,scene_stay_ge30_share_calculated_pct,rounding_difference_pp
2017,24,三重県,8944,350,3.9,87,34,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.913237924865832,0.013237924865832085
2017,25,滋賀県,3025,61,2.0,16,8,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.0165289256198347,0.016528925619834656
2017,26,京都府,7726,229,3.0,47,18,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.9640176028993013,-0.035982397100698726
2017,27,大阪府,14829,742,5.0,123,43,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.003708948681638,0.003708948681637736
2017,28,兵庫県,16544,908,5.5,145,47,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.488394584139265,-0.011605415860734603
2017,29,奈良県,3716,407,11.0,94,30,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,10.952637244348763,-0.047362755651237265
2017,30,和歌山県,4684,123,2.6,28,10,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.6259607173356105,0.02596071733561045
2017,31,鳥取県,2254,38,1.7,12,7,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.6858917480035494,-0.014108251996450605
2017,32,島根県,3161,61,1.9,15,8,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.9297690604239164,0.02976906042391647
2017,33,岡山県,10276,339,3.3,61,22,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.298949007395874,-0.0010509926041257778
2017,34,広島県,10237,719,7.0,173,58,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,7.023542053335938,0.023542053335938284
2017,35,山口県,4033,185,4.6,38,20,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.587155963302752,-0.012844036697247319
2017,36,徳島県,3909,121,3.1,30,10,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.095420823740087,-0.004579176259912998
2017,37,香川県,4172,156,3.7,39,19,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.7392138063279003,0.03921380632790017
2017,38,愛媛県,6427,141,2.2,48,23,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.193869612571962,-0.006130387428038286
2017,39,高知県,5476,168,3.1,27,9,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.0679327976625275,-0.03206720233747262
2017,40,福岡県,12383,159,1.3,45,22,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.2840184123394978,-0.015981587660502283
2017,41,佐賀県,3774,131,3.5,26,11,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.47111817700053,-0.028881822999470064
2017,42,長崎県,5930,281,4.7,75,20,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.738617200674536,0.038617200674536
2017,43,熊本県,7715,188,2.4,39,11,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.436811406351264,0.0368114063512639
2017,44,大分県,6280,119,1.9,20,7,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.894904458598726,-0.005095541401273884
2017,45,宮崎県,6063,256,4.2,59,19,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.222332178789379,0.022332178789378432
2017,46,鹿児島県,6596,222,3.4,58,19,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.365676167374166,-0.03432383262583372
2017,47,沖縄県,7377,102,1.4,30,7,2017_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.3826758845058966,-0.017324115494103287
2018,1,北海道,21698,908,4.2,219,76,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.184717485482533,-0.015282514517466872
2018,2,青森県,7197,196,2.7,40,11,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.7233569542865084,0.02335695428650819
2018,3,岩手県,6718,304,4.5,58,28,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.525156296516821,0.02515629651682083
2018,4,宮城県,9613,746,7.8,135,34,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,7.760324560491002,-0.03967543950899799
2018,5,秋田県,7471,74,1.0,16,6,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,0.9904965868023022,-0.009503413197697763
2018,6,山形県,6351,223,3.5,46,17,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.5112580695953395,0.011258069595339482
2018,7,福島県,9019,715,7.9,198,76,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,7.927708171637653,0.027708171637653045
2018,8,茨城県,10523,703,6.7,151,69,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,6.680604390382971,-0.01939560961702913
2018,9,栃木県,7016,346,4.9,67,18,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.931584948688712,0.0315849486887112
2018,10,群馬県,9992,366,3.7,93,39,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.6629303442754204,-0.037069655724579764
2018,11,埼玉県,24440,3232,13.2,907,348,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,13.224222585924714,0.024222585924714934
2018,12,千葉県,19084,2219,11.6,562,231,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,11.627541395933767,0.02754139593376692
2018,13,東京都,44306,2309,5.2,652,181,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.211483771949623,0.011483771949622579
2018,14,神奈川県,34312,2731,8.0,528,162,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,7.959314525530426,-0.04068547446957371
2018,15,新潟県,10900,806,7.4,203,83,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,7.394495412844036,-0.005504587155964025
2018,16,富山県,4168,30,0.7,7,4,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,0.7197696737044146,0.019769673704414625
2018,17,石川県,6141,123,2.0,31,10,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.0029311187103076,0.002931118710307601
2018,18,福井県,3617,53,1.5,19,6,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.4653027370749239,-0.03469726292507613
2018,19,山梨県,3494,192,5.5,38,17,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.495134516313681,-0.004865483686319116
2018,20,長野県,8242,235,2.9,53,26,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.851249696675564,-0.04875030332443586
2018,21,岐阜県,9344,160,1.7,63,21,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.7123287671232876,0.012328767123287676
2018,22,静岡県,10290,499,4.8,97,32,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.849368318756074,0.04936831875607428
2018,23,愛知県,18975,193,1.0,57,34,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.0171277997364954,0.017127799736495364
2018,24,三重県,9328,347,3.7,76,19,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.719982847341338,0.019982847341337706
2018,25,滋賀県,2718,52,1.9,14,5,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.9131714495952907,0.013171449595290818
2018,26,京都府,7672,246,3.2,48,17,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.2064650677789364,0.006465067778936184
2018,27,大阪府,15146,658,4.3,130,47,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.344381354813152,0.04438135481315175
2018,28,兵庫県,15921,867,5.4,150,48,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.445637836819295,0.0456378368192949
2018,29,奈良県,4553,424,9.3,85,29,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,9.31254118163848,0.01254118163847906
2018,30,和歌山県,4613,115,2.5,30,15,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.4929546932581834,-0.0070453067418165816
2018,31,鳥取県,2316,47,2.0,11,8,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.029360967184801,0.02936096718480119
2018,32,島根県,3132,63,2.0,10,4,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.0114942528735633,0.011494252873563315
2018,33,岡山県,10359,291,2.8,74,40,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.80915146249638,0.009151462496379992
2018,34,広島県,11073,818,7.4,231,81,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,7.387338571299558,-0.012661428700442734
2018,35,山口県,3852,189,4.9,39,10,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.906542056074766,0.0065420560747657674
2018,36,徳島県,3973,139,3.5,37,10,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.498615655675812,-0.0013843443241881026
2018,37,香川県,4124,135,3.3,46,22,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.2735208535402522,-0.026479146459747582
2018,38,愛媛県,6318,138,2.2,41,14,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.184235517568851,-0.01576448243114914
2018,39,高知県,5240,203,3.9,49,12,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.8740458015267176,-0.025954198473282286
2018,40,福岡県,12425,151,1.2,41,17,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.215291750503018,0.01529175050301812
2018,41,佐賀県,3608,101,2.8,24,4,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.7993348115299335,-0.000665188470066358
2018,42,長崎県,5779,295,5.1,76,38,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.104689392628482,0.004689392628482558
2018,43,熊本県,7792,207,2.7,47,19,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.656570841889117,-0.043429158110883215
2018,44,大分県,6200,161,2.6,37,12,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.596774193548387,-0.003225806451613078
2018,45,宮崎県,6197,290,4.7,59,22,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.67968371792803,-0.02031628207197045
2018,46,鹿児島県,6635,251,3.8,55,21,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.782969103240392,-0.017030896759608005
2018,47,沖縄県,7282,92,1.3,18,7,2018_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.2633891787970337,-0.036610821202966326
2019,1,北海道,21775,1093,5.0,253,100,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.019517795637198,0.019517795637198354
2019,2,青森県,6925,215,3.1,26,9,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.104693140794224,0.004693140794223893
2019,3,岩手県,6483,260,4.0,47,24,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.010488971155329,0.010488971155329097
2019,4,宮城県,9932,778,7.8,168,46,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,7.833266210229561,0.03326621022956111
2019,5,秋田県,7418,68,0.9,18,8,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,0.9166891345376112,0.016689134537611228
2019,6,山形県,6324,241,3.8,54,16,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.810879190385832,0.010879190385832072
2019,7,福島県,8808,707,8.0,199,61,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,8.026793823796549,0.02679382379654882
2019,8,茨城県,10753,648,6.0,168,73,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,6.026225239468055,0.026225239468055328
2019,9,栃木県,7049,375,5.3,106,39,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.319903532415945,0.019903532415945335
2019,10,群馬県,9983,355,3.6,82,42,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.5560452769708504,-0.04395472302914971
2019,11,埼玉県,24345,3190,13.1,911,365,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,13.10330663380571,0.0033066338057103906
2019,12,千葉県,19307,2232,11.6,568,217,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,11.560573885119387,-0.03942611488061232
2019,13,東京都,44919,2349,5.2,660,178,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.229412943297937,0.029412943297936422
2019,14,神奈川県,33755,2819,8.4,579,164,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,8.351355354762257,-0.04864464523774359
2019,15,新潟県,11498,770,6.7,213,86,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,6.696816837710906,-0.003183162289094099
2019,16,富山県,4206,29,0.7,6,2,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,0.6894912030432715,-0.010508796956728461
2019,17,石川県,5758,102,1.8,23,8,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.7714484195901354,-0.028551580409864608
2019,18,福井県,3410,46,1.3,7,1,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.348973607038123,0.048973607038123035
2019,19,山梨県,3523,190,5.4,45,16,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.393130854385467,-0.006869145614533778
2019,20,長野県,8378,220,2.6,45,14,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.62592504177608,0.025925041776079905
2019,21,岐阜県,9024,138,1.5,42,15,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.5292553191489362,0.0292553191489362
2019,22,静岡県,10768,502,4.7,116,38,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.661961367013373,-0.03803863298662691
2019,23,愛知県,18657,191,1.0,68,35,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.0237444390845258,0.023744439084525837
2019,24,三重県,9250,301,3.3,79,23,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.254054054054054,-0.0459459459459457
2019,25,滋賀県,2676,50,1.9,22,15,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.8684603886397608,-0.031539611360239084
2019,26,京都府,7876,260,3.3,61,22,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.3011681056373794,0.0011681056373795684
2019,27,大阪府,15577,702,4.5,135,52,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.506644411632535,0.006644411632534819
2019,28,兵庫県,15616,789,5.1,137,43,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.052510245901639,-0.047489754098360315
2019,29,奈良県,4352,323,7.4,54,15,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,7.421875,0.021874999999999645
2019,30,和歌山県,4278,110,2.6,24,15,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.5712949976624593,-0.028705002337540808
2019,31,鳥取県,2358,32,1.4,6,3,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.3570822731128074,-0.04291772688719253
2019,32,島根県,3186,70,2.2,7,3,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.197112366603892,-0.0028876333961083134
2019,33,岡山県,10189,345,3.4,75,31,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.386004514672686,-0.013995485327313872
2019,34,広島県,10861,820,7.5,212,66,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,7.549949360095756,0.04994936009575568
2019,35,山口県,3978,209,5.3,44,13,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.253896430367019,-0.046103569632981234
2019,36,徳島県,3937,128,3.3,22,7,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.251206502413005,-0.04879349758699503
2019,37,香川県,4193,154,3.7,44,18,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.672787979966611,-0.027212020033389184
2019,38,愛媛県,6335,149,2.4,33,14,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.3520126282557223,-0.047987371744277585
2019,39,高知県,5141,267,5.2,50,22,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.193542112429489,-0.006457887570511467
2019,40,福岡県,11620,157,1.4,39,18,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.351118760757315,-0.04888123924268495
2019,41,佐賀県,3692,103,2.8,22,10,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.7898158179848322,-0.010184182015167575
2019,42,長崎県,5354,268,5.0,60,19,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.00560328726186,0.0056032872618603236
2019,43,熊本県,7809,204,2.6,43,14,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.612370341913177,0.012370341913177096
2019,44,大分県,5770,145,2.5,24,6,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.512998266897747,0.01299826689774708
2019,45,宮崎県,5999,331,5.5,76,21,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.517586264377396,0.017586264377396077
2019,46,鹿児島県,6382,266,4.2,58,19,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.167972422438107,-0.032027577561892784
2019,47,沖縄県,7546,89,1.2,14,7,2019_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.1794328120858733,-0.020567187914126706
2020,1,北海道,20703,1211,5.8,274,107,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.849393807660726,0.0493938076607261
2020,2,青森県,6840,247,3.6,39,15,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.611111111111111,0.011111111111111072
2020,3,岩手県,6341,314,5.0,64,18,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.951900331178048,-0.04809966882195216
2020,4,宮城県,9194,830,9.0,178,47,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,9.027626713073744,0.02762671307374376
2020,5,秋田県,7423,69,0.9,15,4,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,0.9295433113296511,0.029543311329651045
2020,6,山形県,5831,285,4.9,71,25,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.887669353455668,-0.012330646544332247
2020,7,福島県,8244,788,9.6,209,64,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,9.558466763706939,-0.04153323629306094
2020,8,茨城県,9993,706,7.1,195,71,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,7.064945461823276,-0.03505453817672333
2020,9,栃木県,6874,422,6.1,93,30,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,6.139074774512657,0.03907477451265695
2020,10,群馬県,8915,405,4.5,95,30,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.542905215928211,0.042905215928210616
2020,11,埼玉県,23872,3347,14.0,1052,426,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,14.020609919571045,0.02060991957104541
2020,12,千葉県,18018,2246,12.5,617,249,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,12.465312465312465,-0.03468753468753505
2020,13,東京都,42225,3388,8.0,1190,467,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,8.023682652457076,0.023682652457075903
2020,14,神奈川県,32609,3501,10.7,779,255,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,10.73629979453525,0.03629979453525145
2020,15,新潟県,11112,721,6.5,190,69,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,6.4884809215262775,-0.011519078473722466
2020,16,富山県,4148,30,0.7,8,3,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,0.7232401157184185,0.023240115718418553
2020,17,石川県,5670,138,2.4,23,11,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.433862433862434,0.03386243386243404
2020,18,福井県,3330,56,1.7,19,9,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.6816816816816818,-0.018318318318318205
2020,19,山梨県,3311,236,7.1,48,14,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,7.127755964965267,0.027755964965267665
2020,20,長野県,7546,212,2.8,46,17,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.809435462496687,0.00943546249668703
2020,21,岐阜県,8519,140,1.6,48,18,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.6433853738701725,0.04338537387017238
2020,22,静岡県,10429,577,5.5,115,33,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.5326493431776775,0.03264934317767754
2020,23,愛知県,18736,202,1.1,49,28,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.0781383432963279,-0.02186165670367224
2020,24,三重県,8687,277,3.2,61,23,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.188672729365719,-0.011327270634281295
2020,25,滋賀県,2792,42,1.5,11,6,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.504297994269341,0.004297994269341077
2020,26,京都府,7748,267,3.4,51,21,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.4460505937016004,0.04605059370160047
2020,27,大阪府,15595,821,5.3,158,60,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.264507855081757,-0.03549214491824326
2020,28,兵庫県,15424,952,6.2,219,75,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,6.172199170124482,-0.027800829875518573
2020,29,奈良県,3900,266,6.8,55,19,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,6.82051282051282,0.02051282051282044
2020,30,和歌山県,4443,127,2.9,29,14,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.858428989421562,-0.04157101057843793
2020,31,鳥取県,2272,36,1.6,16,8,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.5845070422535212,-0.015492957746478853
2020,32,島根県,2986,66,2.2,16,7,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.2103148024112524,0.010314802411252266
2020,33,岡山県,9847,386,3.9,77,23,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.9199756270945465,0.01997562709454659
2020,34,広島県,10510,822,7.8,215,89,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,7.821122740247383,0.021122740247383476
2020,35,山口県,3861,218,5.6,43,17,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.6462056462056465,0.04620564620564682
2020,36,徳島県,3592,124,3.5,21,9,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.4521158129175946,-0.04788418708240538
2020,37,香川県,3984,154,3.9,40,14,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.8654618473895583,-0.034538152610441575
2020,38,愛媛県,6454,171,2.6,39,18,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,2.649519677719244,0.049519677719243926
2020,39,高知県,4835,253,5.2,39,18,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.232678386763185,0.0326783867631848
2020,40,福岡県,11568,197,1.7,57,26,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.7029737206085753,0.00297372060857537
2020,41,佐賀県,3592,110,3.1,24,11,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.062360801781737,-0.037639198218263115
2020,42,長崎県,5514,302,5.5,65,18,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.476967718534639,-0.02303228146536096
2020,43,熊本県,7567,236,3.1,53,20,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.1188053389718515,0.018805338971851437
2020,44,大分県,5716,189,3.3,38,14,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,3.3065080475857243,0.00650804758572443
2020,45,宮崎県,5853,349,6.0,72,35,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,5.962754143174441,-0.037245856825559365
2020,46,鹿児島県,6172,281,4.6,64,26,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.5528191834089435,-0.04718081659105611
2020,47,沖縄県,7341,90,1.2,23,8,2020_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.2259910093992643,0.025991009399264353
2021,1,北海道,21449,1513,7.1,370,141,2021_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,7.053941908713693,-0.04605809128630689
2021,2,青森県,7389,332,4.5,45,14,2021_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,4.493165516308025,-0.006834483691974924
2021,3,岩手県,6247,382,6.1,57,21,2021_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,6.114935168881063,0.014935168881063277
2021,4,宮城県,8935,906,10.1,200,85,2021_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,10.139899272523783,0.039899272523783225
2021,5,秋田県,7719,79,1.0,19,10,2021_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,1.023448633242648,0.02344863324264801
2021,6,山形県,6138,390,6.4,75,22,2021_fdma_acceptance_friction.pdf,9,pdftotext_layout_plus_render_review,checked,6.35386119257087,-0.04613880742913068
