prefecture_code,prefecture,year,ambulance_dispatches,persons_transported,call_to_scene_arrival_mean_minutes,call_to_physician_handover_mean_minutes,scene_ge10_count,scene_ge20_count,handover_ge60_count,handover_ge120_count,ambulance_teams,ambulance_vehicles,ambulance_personnel,operational_emergency_life_saving_technicians,emergency_designated_hospitals,emergency_designated_clinics,total_emergency_designated_facilities,hospitals,general_hospital_beds,acute_function_beds,highly_acute_function_beds,total_population,population_age65plus,legacy_inhabitable_land_area_km2_ssdse,total_emergency_designated_facilities_direct,total_emergency_designated_facilities_recalculated,inhabitable_land_area_ha,H711001_road_length_including_expressways_km_raw,H7110_road_length_excluding_expressways_km_raw,road_length_original_unit,scene_ge10_share,scene_ge20_share,handover_ge60_share,handover_ge120_share,annual_transport_strain_dispatches_per_team,annual_receiving_strain_transports_per_facility,proportion_age65plus,ambulance_dispatches_per_100000_population,ambulance_teams_per_100000_population,inhabitable_land_area_km2,total_road_length_km,road_length_excluding_expressways_km,population_density_per_inhabitable_km2,road_density_per_inhabitable_km2,road_density_excluding_expressways_per_inhabitable_km2,acceptance_prefecture_name,severe_analysis_population_n,inquiries_ge4_n,acceptance_ge4_pct,scene_stay_analysis_population_n,scene_stay_ge30_n,scene_stay_ge30_pct,scene_ge10_pct,handover_ge60_pct,acceptance_ge4_cases_per_1000_dispatches,baseline_teams_per100k_2017_2019,baseline_team_scarcity_z
24,三重県,2014,89277,83365,8.2,39.2,25448,1559,8473,266,102,117,1667,442,,,,,,,,,,,,,,,,,0.285045420433,0.0174625043404,0.101637377796,0.00319078750075,875.264705882,,,,,,,,,,,三重県,8245,353,4.2813826562,8245,462,5.603395997574287,28.504542043300003,10.1637377796,3.9539859090247207,5.914178362473334,-0.46963048166462157
24,三重県,2015,90593,84491,8.2,39.1,25336,1509,8442,265,104,117,1804,457,,,,,,,,,,,,,,,,,0.279668407051,0.0166569160973,0.0999159673811,0.00313642873205,871.086538462,,,,,,,,,,,三重県,8322,250,3.0040855564,8322,526,6.3205960105743815,27.966840705099997,9.99159673811,2.759595112205137,5.914178362473334,-0.46963048166462157
24,三重県,2016,91492,85491,8.3,38.9,26537,1487,8055,219,105,118,1739,462,,,,,,,,,,,,,,,,,0.290047217243,0.0162527871289,0.0942204442573,0.00256167315858,871.352380952,,,,,,,,,,,三重県,8419,191,2.2686779903,8419,323,3.836560161539375,29.004721724299998,9.42204442573,2.0876142176365144,5.914178362473334,-0.46963048166462157
24,三重県,2017,94160,87401,8.5,38.6,28479,1783,7944,231,106,121,1738,489,56.0,4.0,60.0,86.0,,,,1801000.0,522000.0,,60.0,60.0,205918.0,25394.9,25201.2,km,0.302453271028,0.0189358538658,0.0908914085651,0.0026429903548,888.301886792,1456.68333333,0.289838978345,5228.20655192,5.8856191005,2059.18,25394.9,25201.2,874.619994367,12.3325304247,12.2384638545,三重県,8944,186,2.0796064401,8944,350,3.913237924865832,30.2453271028,9.08914085651,1.9753610875106202,5.914178362473334,-0.46963048166462157
24,三重県,2018,100560,93485,8.5,38.3,29729,1692,8141,200,106,121,1734,507,57.0,4.0,61.0,82.0,,,,1793000.0,527000.0,,61.0,61.0,205919.0,25407.5,25213.8,km,0.295634447096,0.0168257756563,0.0870834893298,0.0021393806493,948.679245283,1532.54098361,0.293920803123,5608.47741216,5.91187953151,2059.19,25407.5,25213.8,870.730724217,12.3385894454,12.244523332,三重県,9328,193,2.0690394511,9328,347,3.719982847341338,29.563444709600002,8.70834893298,1.9192521877486077,5.914178362473334,-0.46963048166462157
24,三重県,2019,98919,91890,8.3,38.2,27404,1665,8162,207,106,121,1725,513,54.0,4.0,58.0,81.0,,,,1783000.0,530000.0,,58.0,58.0,205922.0,25471.8,25251.0,km,0.2770347456,0.0168319534164,0.0888235934269,0.00225269343781,933.198113208,1584.31034483,0.297251822771,5547.89680314,5.94503645541,2059.22,25471.8,25251.0,865.861831179,12.3696351046,12.2624100388,三重県,9250,114,1.2324324324,9250,301,3.254054054054054,27.703474560000004,8.88235934269,1.152458071755679,5.914178362473334,-0.46963048166462157
24,三重県,2020,87314,81021,8.6,38.7,26460,1594,7095,182,106,121,1787,531,,,,81.0,,,,1770254.0,522073.0,206415.0,,,,,,,0.303044185354,0.0182559497904,0.087569889288,0.00224633119808,823.716981132,,0.294914176158,4932.28655323,5.98784129283,,,,,,,三重県,8687,73,0.8403361345,8687,277,3.188672729365719,30.304418535400004,8.7569889288,0.8360629452321506,5.914178362473334,-0.46963048166462157
24,三重県,2021,90460,83437,9.0,40.6,31263,2059,9250,309,106,122,1805,542,,,,82.0,,,,1756000.0,531000.0,206413.0,,,,,,,0.345600265311,0.0227614415211,0.110862087563,0.00370339297913,853.396226415,,0.302391799544,5151.48063781,6.03644646925,,,,,,,三重県,9036,148,1.637892873,9036,368,4.0725984949092515,34.5600265311,11.086208756300001,1.6360822462967057,5.914178362473334,-0.46963048166462157
24,三重県,2022,107157,97177,9.6,42.4,43170,3144,12904,585,106,125,1747,560,,,,81.0,,,,1742000.0,531000.0,206414.0,,,,,,,0.40286682158,0.0293401271032,0.132788622822,0.00601994299063,1010.91509434,,0.304822043628,6151.37772675,6.0849598163,,,,,,,三重県,9940,231,2.323943662,9940,522,5.251509054325956,40.286682158,13.278862282199999,2.155715445561186,5.914178362473334,-0.46963048166462157
24,三重県,2023,112538,102533,9.1,40.4,40593,2342,10496,334,108,126,1737,561,,,,81.0,,,,1727000.0,529000.0,206414.0,,,,,,,0.360704828591,0.0208107483694,0.102367042806,0.00325748783319,1042.01851852,,0.306311522872,6516.38679792,6.25361899247,,,,,,,三重県,10095,168,1.6641901932,10095,421,4.170381376919267,36.070482859100004,10.2367042806,1.4928290888411027,5.914178362473334,-0.46963048166462157
24,三重県,2024,109417,100505,8.8,39.4,35352,1953,8880,264,110,127,1721,573,,,,,,,,1711000.0,529000.0,206414.0,,,,,,,0.323094217535,0.017849145928,0.0883538132431,0.00262673498831,994.7,,0.309175920514,6394.91525424,6.42898889538,,,,,,,三重県,10281,99,0.9629413481,10281,335,3.2584378951463866,32.309421753500004,8.835381324310001,0.9047954157032271,5.914178362473334,-0.46963048166462157
25,滋賀県,2014,59454,55973,8.0,32.8,14405,651,1605,62,59,66,834,279,,,,,,,,,,,,,,,,,0.242288155549,0.0109496417398,0.0286745395101,0.00110767691566,1007.69491525,,,,,,,,,,,滋賀県,3362,6,0.1784651993,3362,92,2.7364663890541343,24.2288155549,2.86745395101,0.10091835704914724,4.17059563099,0.6761940348472357
25,滋賀県,2015,61028,57136,8.2,33.4,15672,719,1805,77,59,66,882,291,,,,,,,,,,,,,,,,,0.256800157305,0.0117814773547,0.0315912909549,0.00134766171941,1034.37288136,,,,,,,,,,,滋賀県,3196,2,0.0625782228,3196,54,1.6896120150187734,25.6800157305,3.15912909549,0.032771842432981584,4.17059563099,0.6761940348472357
25,滋賀県,2016,60829,56838,8.2,33.2,15698,706,1598,49,59,66,894,296,,,,,,,,,,,,,,,,,0.258067697973,0.0116063062026,0.0281149934903,0.000862099299764,1031.0,,,,,,,,,,,滋賀県,3032,4,0.1319261214,3032,56,1.8469656992084433,25.8067697973,2.81149934903,0.065758108796791,4.17059563099,0.6761940348472357
25,滋賀県,2017,63960,59705,8.4,33.7,17862,900,1861,79,59,66,904,311,31.0,0.0,31.0,50.0,,,,1414000.0,357000.0,,31.0,31.0,130722.0,12533.5,12372.1,km,0.279268292683,0.0140712945591,0.0311699187673,0.00132317226363,1084.06779661,1925.96774194,0.252475247525,4523.33804809,4.17256011315,1307.22,12533.5,12372.1,1081.68479674,9.58790410183,9.46443597864,滋賀県,3025,1,0.0330578512,3025,61,2.0165289256198347,27.9268292683,3.1169918767299998,0.015634771732332707,4.17059563099,0.6761940348472357
25,滋賀県,2018,65578,61271,8.4,33.3,18797,899,1683,46,59,66,903,323,31.0,0.0,31.0,50.0,,,,1414000.0,363000.0,,31.0,31.0,130722.0,12549.8,12388.5,km,0.286635761993,0.0137088657782,0.0274681333747,0.000750763003705,1111.49152542,1976.48387097,0.256718528996,4637.76520509,4.17256011315,1307.22,12549.8,12388.5,1081.68479674,9.6003733113,9.47698168633,滋賀県,2718,4,0.1471670346,2718,52,1.9131714495952907,28.6635761993,2.74681333747,0.060996065753758884,4.17059563099,0.6761940348472357
25,滋賀県,2019,65465,61046,8.3,32.6,17944,805,1577,43,59,66,915,323,31.0,0.0,31.0,50.0,,,,1416000.0,368000.0,,31.0,31.0,130722.0,12586.8,12425.4,km,0.274100664477,0.0122966470633,0.0258329784097,0.000704386855814,1109.57627119,1969.22580645,0.25988700565,4623.23446328,4.16666666667,1307.22,12586.8,12425.4,1083.2147611,9.62867765181,9.50520952862,滋賀県,2676,5,0.1868460389,2676,50,1.8684603886397608,27.4100664477,2.58329784097,0.07637668983426259,4.17059563099,0.6761940348472357
25,滋賀県,2020,57660,53002,8.6,33.6,17395,685,1574,44,59,67,896,331,,,,50.0,,,,1413610.0,365311.0,129957.0,,,,,,,0.301682275408,0.0118799861256,0.0296969925663,0.000830157352553,977.288135593,,0.258424176399,4078.91851359,4.17371127822,,,,,,,滋賀県,2792,5,0.1790830946,2792,42,1.504297994269341,30.168227540800004,2.96969925663,0.08671522719389525,4.17059563099,0.6761940348472357
25,滋賀県,2021,61196,56553,9.0,34.8,21153,1029,2161,78,59,67,917,333,,,,51.0,,,,1411000.0,376000.0,129957.0,,,,,,,0.345659847049,0.0168148244983,0.0382119427793,0.00137923717575,1037.22033898,,0.266477675408,4337.0659107,4.18143160879,,,,,,,滋賀県,2963,6,0.2024974688,2963,47,1.5862301721228484,34.565984704899996,3.8211942779299997,0.09804562389698673,4.17059563099,0.6761940348472357
25,滋賀県,2022,71364,65608,9.4,36.5,28036,1682,3590,123,59,67,919,343,,,,51.0,,,,1409000.0,378000.0,129957.0,,,,,,,0.392859144667,0.0235693066532,0.054718936715,0.00187477136935,1209.55932203,,0.268275372605,5064.86870121,4.1873669269,,,,,,,滋賀県,3237,17,0.5251776336,3237,55,1.699104108742663,39.2859144667,5.4718936715,0.23821534667339275,4.17059563099,0.6761940348472357
25,滋賀県,2023,75766,69894,9.3,35.1,28926,1442,2784,101,59,67,910,340,,,,51.0,,,,1407000.0,380000.0,129957.0,,,,,,,0.381780745981,0.0190322836101,0.0398317452142,0.00144504535439,1284.16949153,,0.270078180526,5384.93248045,4.19331911869,,,,,,,滋賀県,3125,9,0.288,3125,52,1.664,38.1780745981,3.98317452142,0.11878679090885094,4.17059563099,0.6761940348472357
25,滋賀県,2024,75892,69969,9.1,34.4,27528,1314,2220,44,59,67,932,357,,,,,,,,1402000.0,382000.0,129957.0,,,,,,,0.362725979023,0.0173140779002,0.0317283368349,0.00062884991925,1286.30508475,,0.272467902996,5413.12410842,4.20827389444,,,,,,,滋賀県,3037,6,0.1975633849,3037,43,1.415870925255186,36.2725979023,3.17283368349,0.07905971643915037,4.17059563099,0.6761940348472357
26,京都府,2014,132822,122964,7.0,32.1,17694,1478,3499,95,86,114,1079,451,,,,,,,,,,,,,,,,,0.133215882911,0.0111276746322,0.0284554829056,0.000772583845678,1544.44186047,,,,,,,,,,,京都府,7400,128,1.7297297297,7400,186,2.5135135135135136,13.321588291100001,2.84554829056,0.9636957732905693,3.4000930657099997,1.1825426659684093
26,京都府,2015,135019,124471,7.0,32.6,18164,1563,3824,100,87,114,1052,448,,,,,,,,,,,,,,,,,0.134529214407,0.0115761485421,0.0307220155699,0.000803399988752,1551.94252874,,,,,,,,,,,京都府,7246,127,1.7526911399,7246,179,2.470328457079768,13.452921440699999,3.07220155699,0.940608358823573,3.4000930657099997,1.1825426659684093
26,京都府,2016,136939,125778,6.8,32.4,16965,1475,3736,81,88,116,1089,449,,,,,,,,,,,,,,,,,0.123887278277,0.010771219302,0.029703127733,0.000643991795067,1556.125,,,,,,,,,,,京都府,7290,94,1.2894375857,7290,216,2.962962962962963,12.3887278277,2.9703127733,0.6864370267053214,3.4000930657099997,1.1825426659684093
26,京都府,2017,140243,128556,6.9,33.3,17696,1528,4095,123,88,116,1133,464,88.0,0.0,88.0,158.0,,,,2604000.0,743000.0,,88.0,88.0,117382.0,15650.7,15581.3,km,0.12618098586,0.0108953744572,0.0318538224587,0.000956781480444,1593.67045455,1460.86363636,0.285330261137,5385.67588326,3.37941628264,1173.82,15650.7,15581.3,2218.39805081,13.3331345521,13.2740113476,京都府,7726,97,1.255500906,7726,229,2.9640176028993013,12.618098586,3.1853822458699996,0.6916566245730624,3.4000930657099997,1.1825426659684093
26,京都府,2018,146241,133685,7.1,33.4,20427,1678,4693,187,88,117,1125,487,87.0,0.0,87.0,157.0,,,,2598000.0,749000.0,,87.0,87.0,117382.0,15679.9,15607.1,km,0.139680390588,0.0114742103788,0.0351049107978,0.00139881063695,1661.82954545,1536.6091954,0.288298691301,5628.98383372,3.38722093918,1173.82,15679.9,15607.1,2213.28653456,13.3580105979,13.2959908674,京都府,7672,111,1.4468196038,7672,246,3.2064650677789364,13.9680390588,3.5104910797800004,0.7590210679631567,3.4000930657099997,1.1825426659684093
26,京都府,2019,145884,133317,7.1,32.4,20758,1480,3877,81,89,117,1133,494,87.0,0.0,87.0,154.0,,,,2592000.0,753000.0,,87.0,87.0,117382.0,15715.2,15639.7,km,0.142291135423,0.0101450467495,0.0290810624301,0.000607574427867,1639.14606742,1532.37931034,0.290509259259,5628.24074074,3.43364197531,1173.82,15715.2,15639.7,2208.17501832,13.3880833518,13.323763439,京都府,7876,110,1.3966480447,7876,260,3.3011681056373794,14.2291135423,2.9081062430099998,0.7540237448932028,3.4000930657099997,1.1825426659684093
26,京都府,2020,128558,116971,7.4,33.1,20913,1467,3926,98,89,117,1144,487,,,,152.0,,,,2578087.0,734493.0,117729.0,,,,,,,0.162673657026,0.0114111918356,0.0335638748066,0.00083781450103,1444.47191011,,0.284898453776,4986.56562017,3.45217209505,,,,,,,京都府,7748,105,1.3551884357,7748,267,3.4460505937016004,16.2673657026,3.3563874806600005,0.8167519718726178,3.4000930657099997,1.1825426659684093
26,京都府,2021,133019,120349,7.8,34.8,25589,1679,5557,162,89,117,1128,501,,,,151.0,,,,2561000.0,758000.0,117729.0,,,,,,,0.192371014667,0.0126222569708,0.0461740438225,0.00134608513573,1494.59550562,,0.295978133542,5194.02577118,3.47520499805,,,,,,,京都府,7462,181,2.4256231573,7462,325,4.355400696864112,19.2371014667,4.617404382249999,1.3607078688006977,3.4000930657099997,1.1825426659684093
26,京都府,2022,158820,137108,8.2,38.1,37419,2371,11417,516,90,118,1287,519,,,,149.0,,,,2550000.0,755000.0,117729.0,,,,,,,0.235606346808,0.0149288502707,0.0832701228229,0.00376345654521,1764.66666667,,0.296078431373,6228.23529412,3.52941176471,,,,,,,京都府,7981,462,5.7887482772,7981,622,7.793509585265005,23.5606346808,8.32701228229,2.9089535323007176,3.4000930657099997,1.1825426659684093
26,京都府,2023,166500,144994,8.1,36.4,37400,2286,9088,316,90,116,1285,550,,,,149.0,,,,2535000.0,753000.0,117729.0,,,,,,,0.224624624625,0.0137297297297,0.0626784556602,0.00217940052692,1850.0,,0.297041420118,6568.04733728,3.55029585799,,,,,,,京都府,7723,308,3.9880875308,7723,489,6.331736371876214,22.4624624625,6.26784556602,1.84984984984985,3.4000930657099997,1.1825426659684093
26,京都府,2024,168960,150035,7.9,34.3,35929,2207,6532,182,90,117,1264,537,,,,,,,,2520000.0,752000.0,117730.0,,,,,,,0.212647964015,0.0130622632576,0.0435365081481,0.00121305028827,1877.33333333,,0.298412698413,6704.76190476,3.57142857143,,,,,,,京都府,8240,185,2.2451456311,8240,383,4.648058252427185,21.2647964015,4.35365081481,1.0949337121212122,3.4000930657099997,1.1825426659684093
27,大阪府,2014,543764,469107,7.6,36.2,105659,2485,28863,2211,229,301,2751,1297,,,,,,,,,,,,,,,,,0.194310399364,0.00456999727823,0.0615275406251,0.00471321041894,2374.51528384,,,,,,,,,,,大阪府,11860,850,7.1669477234,11860,663,5.590219224283305,19.431039936399998,6.15275406251,1.5631781434592948,2.7563020179933333,1.6056207067546044
27,大阪府,2015,550073,476326,7.6,36.2,108551,2494,28160,1964,228,298,2715,1325,,,,,,,,,,,,,,,,,0.197339262243,0.00453394367657,0.0591191746829,0.00412322652973,2412.60087719,,,,,,,,,,,大阪府,12047,730,6.0595999004,12047,616,5.113306217315515,19.7339262243,5.9119174682899995,1.3270965853623065,2.7563020179933333,1.6056207067546044
27,大阪府,2016,566509,491423,6.6,34.6,76976,1929,23109,1466,233,301,2897,1324,,,,,,,,,,,,,,,,,0.135877806001,0.00340506505634,0.0470246610354,0.00298317335574,2431.36909871,,,,,,,,,,,大阪府,13762,622,4.5196919052,13762,712,5.173666618224095,13.5877806001,4.70246610354,1.097952547973642,2.7563020179933333,1.6056207067546044
27,大阪府,2017,576597,503457,7.3,34.9,94271,2248,21851,1257,240,309,2714,1360,371.0,10.0,381.0,482.0,,,,8841000.0,2399000.0,,381.0,381.0,133058.0,19628.4,19495.9,km,0.163495474309,0.00389873689943,0.0434019191311,0.00249673755653,2402.4875,1321.40944882,0.271349394865,6521.85273159,2.71462504242,1330.58,19628.4,19495.9,6644.47083227,14.7517623893,14.6521817553,大阪府,14829,510,3.4392069593,14829,742,5.003708948681638,16.3495474309,4.34019191311,0.8844999193544191,2.7563020179933333,1.6056207067546044
27,大阪府,2018,610573,534359,7.8,35.4,127244,3060,23633,1218,242,311,2753,1400,291.0,10.0,301.0,478.0,,,,8838000.0,2420000.0,,301.0,301.0,133073.0,19711.4,19559.5,km,0.208400961064,0.00501168574437,0.0442268212943,0.00227936649331,2523.02892562,1775.27906977,0.273817605793,6908.4973976,2.73817605793,1330.73,19711.4,19559.5,6641.46746523,14.8124713503,14.6983234766,大阪府,15146,540,3.5652977684,15146,658,4.344381354813152,20.8400961064,4.42268212943,0.8844151313602141,2.7563020179933333,1.6056207067546044
27,大阪府,2019,616839,540481,7.7,35.2,123002,2394,23088,1109,249,321,2841,1437,285.0,0.0,285.0,475.0,,,,8842000.0,2434000.0,,285.0,285.0,133073.0,19744.7,19592.5,km,0.199406976537,0.00388107755833,0.0427175053332,0.00205187601414,2477.26506024,1896.4245614,0.275277086632,6976.2384076,2.81610495363,1330.73,19744.7,19592.5,6644.47333418,14.8374952094,14.7231218955,大阪府,15577,460,2.9530718367,15577,702,4.506644411632535,19.940697653700003,4.27175053332,0.7457375425354104,2.7563020179933333,1.6056207067546044
27,大阪府,2020,551557,476110,7.8,36.5,115216,2808,26184,1507,251,324,2854,1488,,,,473.0,,,,8837685.0,2361723.0,133405.0,,,,,,,0.208892281305,0.00509104226762,0.0549956942723,0.0031652349247,2197.43824701,,0.267233217749,6240.96695006,2.84011027775,,,,,,,大阪府,15595,707,4.5335043283,15595,821,5.264507855081757,20.8892281305,5.49956942723,1.2818258131072582,2.7563020179933333,1.6056207067546044
27,大阪府,2021,557178,477800,8.5,39.4,144078,5348,38543,3591,255,330,2903,1525,,,,470.0,,,,8806000.0,2442000.0,133407.0,,,,,,,0.258585227701,0.0095983689234,0.0806676433654,0.00751569694433,2185.01176471,,0.27731092437,6327.2541449,2.89575289575,,,,,,,大阪府,15662,1120,7.1510662751,15662,1204,7.687396245690206,25.858522770100002,8.06676433654,2.0101296174651546,2.7563020179933333,1.6056207067546044
27,大阪府,2022,653054,540066,10.0,45.2,234042,20555,78246,11494,257,331,3080,1680,,,,467.0,,,,8782000.0,2432000.0,133407.0,,,,,,,0.358380777087,0.0314751919443,0.144882292164,0.0212825839805,2541.06614786,,0.276930084263,7436.27875199,2.92644044637,,,,,,,大阪府,17990,2217,12.3235130628,17990,2110,11.728738187882156,35.8380777087,14.4882292164,3.394818805183032,2.7563020179933333,1.6056207067546044
27,大阪府,2023,690073,586767,8.8,41.0,220102,8030,57977,4320,262,335,3164,1735,,,,463.0,,,,8763000.0,2424000.0,133407.0,,,,,,,0.318954661318,0.0116364500567,0.0988075334843,0.0073623772298,2633.86641221,,0.276617596713,7874.84879607,2.98984366085,,,,,,,大阪府,18007,1414,7.8525018049,18007,1710,9.49630699172544,31.8954661318,9.88075334843,2.049058577860603,2.7563020179933333,1.6056207067546044
27,大阪府,2024,704090,607255,8.5,39.2,204979,5447,46776,2244,267,359,3108,1652,,,,,,,,8757000.0,2418000.0,133407.0,,,,,,,0.291126134443,0.00773622690281,0.0770285958946,0.00369531745313,2637.0411985,,0.276121959575,8040.31060866,3.04898937992,,,,,,,大阪府,18322,1138,6.211112324,18322,1773,9.676891169086344,29.1126134443,7.70285958946,1.6162706472183954,2.7563020179933333,1.6056207067546044
28,兵庫県,2014,264636,232451,8.1,37.2,66712,3106,16584,563,189,221,2080,1065,,,,,,,,,,,,,,,,,0.252089662782,0.0117368763131,0.0713440682122,0.00242201582269,1400.19047619,,,,,,,,,,,兵庫県,16336,824,5.0440744368,16336,932,5.7051909892262485,25.208966278200002,7.134406821220001,3.113710908568751,3.5567428474533336,1.0795976452437306
28,兵庫県,2015,268436,236381,8.2,37.1,68055,3369,16032,482,191,223,2152,1103,,,,,,,,,,,,,,,,,0.253524117481,0.0125504775812,0.0678227099471,0.00203908097521,1405.42408377,,,,,,,,,,,兵庫県,16270,608,3.7369391518,16270,983,6.04179471419791,25.3524117481,6.78227099471,2.2649719113680726,3.5567428474533336,1.0795976452437306
28,兵庫県,2016,275769,245257,8.1,36.7,67392,3157,15291,397,192,228,2251,1136,,,,,,,,,,,,,,,,,0.244378447179,0.0114479872647,0.0623468443306,0.00161871016933,1436.296875,,,,,,,,,,,兵庫県,15727,382,2.4289438545,15727,826,5.252114198512113,24.4378447179,6.23468443306,1.3852173376993062,3.5567428474533336,1.0795976452437306
28,兵庫県,2017,285265,253412,8.2,36.6,72504,3511,15180,400,195,228,2248,1161,177.0,8.0,185.0,318.0,,,,5515000.0,1558000.0,,185.0,185.0,278293.0,36658.8,36360.5,km,0.254163672375,0.0123078541006,0.0599024513441,0.00157845721592,1462.8974359,1369.79459459,0.282502266546,5172.5294651,3.53581142339,2782.93,36658.8,36360.5,1981.72429777,13.1727352107,13.0655460252,兵庫県,16544,463,2.7985976789,16544,908,5.488394584139265,25.416367237499998,5.99024513441,1.6230522496625945,3.5567428474533336,1.0795976452437306
28,兵庫県,2018,300287,266042,8.3,36.6,80379,3971,15927,378,196,229,2280,1196,178.0,6.0,184.0,321.0,,,,5501000.0,1577000.0,,184.0,184.0,278294.0,36736.8,36417.3,km,0.267673925278,0.0132240156917,0.0598664872464,0.00142082829027,1532.07653061,1445.88043478,0.286675149973,5458.77113252,3.56298854754,2782.94,36736.8,36417.3,1976.68652576,13.2007157898,13.0859091464,兵庫県,15921,431,2.7071163872,15921,867,5.445637836819295,26.7673925278,5.98664872464,1.4352935691521778,3.5567428474533336,1.0795976452437306
28,兵庫県,2019,298596,264920,8.3,36.6,79659,3724,15634,354,196,231,2283,1191,180.0,6.0,186.0,316.0,,,,5488000.0,1591000.0,,186.0,186.0,278293.0,36793.8,36472.0,km,0.26677852349,0.0124717008935,0.0590140419749,0.00133625245357,1523.44897959,1424.30107527,0.289905247813,5440.88921283,3.57142857143,2782.93,36793.8,36472.0,1972.02229305,13.2212452343,13.1056117114,兵庫県,15616,355,2.2733094262,15616,789,5.052510245901639,26.677852349,5.90140419749,1.1888973730391565,3.5567428474533336,1.0795976452437306
28,兵庫県,2020,266899,235689,8.6,37.9,77723,3503,16692,551,198,236,2340,1205,,,,314.0,,,,5465002.0,1546543.0,276954.0,,,,,,,0.291207535435,0.0131248150049,0.0708221427389,0.0023378265426,1347.97474747,,0.282990381339,4883.78595287,3.62305448379,,,,,,,兵庫県,15424,486,3.15093361,15424,952,6.172199170124482,29.1207535435,7.08221427389,1.8209135290877823,3.5567428474533336,1.0795976452437306
28,兵庫県,2021,274820,241054,9.0,40.4,94622,4808,23434,955,200,235,2480,1227,,,,314.0,,,,5432000.0,1608000.0,276946.0,,,,,,,0.344305363511,0.0174950876938,0.0972147319688,0.00396176790263,1374.1,,0.296023564065,5059.27835052,3.68188512518,,,,,,,兵庫県,15386,767,4.9850513454,15386,1320,8.579227869491746,34.4305363511,9.72147319688,2.7909176915799434,3.5567428474533336,1.0795976452437306
28,兵庫県,2022,323440,272901,9.5,44.2,129056,8276,40026,2583,200,238,2345,1242,,,,314.0,,,,5402000.0,1608000.0,276946.0,,,,,,,0.399010635667,0.025587435073,0.14666857212,0.00946497081359,1617.2,,0.297667530544,5987.4120696,3.70233246946,,,,,,,兵庫県,16391,1393,8.4985662864,16391,2124,12.958330791287901,39.9010635667,14.666857212,4.306826613900569,3.5567428474533336,1.0795976452437306
28,兵庫県,2023,340738,293104,9.3,42.0,125283,7207,33723,1429,203,242,2299,1277,,,,312.0,,,,5370000.0,1609000.0,276947.0,,,,,,,0.367681327002,0.0211511483897,0.115054724603,0.00487540258748,1678.51231527,,0.299627560521,6345.2141527,3.78026070764,,,,,,,兵庫県,16188,956,5.9056090932,16188,1711,10.569557697059551,36.7681327002,11.5054724603,2.805674741296832,3.5567428474533336,1.0795976452437306
28,兵庫県,2024,344769,300704,9.2,40.6,123978,6807,29394,853,207,244,2335,1309,,,,,,,,5337000.0,1611000.0,276934.0,,,,,,,0.359597295581,0.0197436544469,0.0977506118974,0.00283667659891,1665.55072464,,0.301854974705,6459.97751546,3.87858347386,,,,,,,兵庫県,16304,686,4.2075564279,16304,1402,8.599116781157997,35.9597295581,9.77506118974,1.9897380564957987,3.5567428474533336,1.0795976452437306
29,奈良県,2014,65033,60356,8.9,44.1,21402,1309,9558,691,71,85,998,294,,,,,,,,,,,,,,,,,0.329094459736,0.0201282425845,0.15836039499,0.0114487374909,915.957746479,,,,,,,,,,,奈良県,4135,498,12.0435308343,4135,670,16.203143893591292,32.9094459736,15.836039498999998,7.657650731167253,5.170838798196667,0.018867529620934773
29,奈良県,2015,65892,61241,9.0,44.3,22557,1347,9647,718,71,84,927,317,,,,,,,,,,,,,,,,,0.342332908396,0.020442542342,0.157525187374,0.011724171715,928.056338028,,,,,,,,,,,奈良県,3635,311,8.5557083906,3635,486,13.370013755158185,34.2332908396,15.7525187374,4.719844594184423,5.170838798196667,0.018867529620934773
29,奈良県,2016,69462,64375,9.1,43.0,24192,1429,8623,530,71,84,764,346,,,,,,,,,,,,,,,,,0.348276755636,0.0205723992975,0.133949514563,0.00823300970874,978.338028169,,,,,,,,,,,奈良県,3550,221,6.2253521127,3550,441,12.422535211267606,34.8276755636,13.3949514563,3.1815956926089086,5.170838798196667,0.018867529620934773
29,奈良県,2017,71170,65772,9.1,41.7,24002,1457,7525,413,68,83,740,351,40.0,0.0,40.0,75.0,,,,1349000.0,408000.0,,40.0,40.0,85553.0,12767.4,12749.5,km,0.337248840804,0.0204721090347,0.114410387399,0.00627926777352,1046.61764706,1644.3,0.302446256486,5275.75982209,5.04077094144,855.53,12767.4,12749.5,1576.80034598,14.9233808283,14.9024581254,奈良県,3716,131,3.5252960172,3716,407,10.952637244348763,33.7248840804,11.4410387399,1.8406632007868484,5.170838798196667,0.018867529620934773
29,奈良県,2018,75157,69504,9.1,40.7,26044,1617,6945,343,69,81,747,353,41.0,0.0,41.0,75.0,,,,1341000.0,413000.0,,41.0,41.0,85553.0,12731.6,12713.7,km,0.346527934856,0.0215149620129,0.0999223066298,0.00493496777164,1089.23188406,1695.2195122,0.30797912006,5604.54884415,5.14541387025,855.53,12731.6,12713.7,1567.44941732,14.8815354225,14.8606127196,奈良県,4553,114,2.5038436196,4553,424,9.31254118163848,34.6527934856,9.99223066298,1.5168247801269343,5.170838798196667,0.018867529620934773
