prefecture_code,prefecture,year,ambulance_dispatches,persons_transported,call_to_scene_arrival_mean_minutes,call_to_physician_handover_mean_minutes,scene_ge10_count,scene_ge20_count,handover_ge60_count,handover_ge120_count,ambulance_teams,ambulance_vehicles,ambulance_personnel,operational_emergency_life_saving_technicians,emergency_designated_hospitals,emergency_designated_clinics,total_emergency_designated_facilities,hospitals,general_hospital_beds,acute_function_beds,highly_acute_function_beds,total_population,population_age65plus,legacy_inhabitable_land_area_km2_ssdse,total_emergency_designated_facilities_direct,total_emergency_designated_facilities_recalculated,inhabitable_land_area_ha,H711001_road_length_including_expressways_km_raw,H7110_road_length_excluding_expressways_km_raw,road_length_original_unit,scene_ge10_share,scene_ge20_share,handover_ge60_share,handover_ge120_share,annual_transport_strain_dispatches_per_team,annual_receiving_strain_transports_per_facility,proportion_age65plus,ambulance_dispatches_per_100000_population,ambulance_teams_per_100000_population,inhabitable_land_area_km2,total_road_length_km,road_length_excluding_expressways_km,population_density_per_inhabitable_km2,road_density_per_inhabitable_km2,road_density_excluding_expressways_per_inhabitable_km2,acceptance_prefecture_name,severe_analysis_population_n,inquiries_ge4_n,acceptance_ge4_pct,scene_stay_analysis_population_n,scene_stay_ge30_n,scene_stay_ge30_pct,scene_ge10_pct,handover_ge60_pct,acceptance_ge4_cases_per_1000_dispatches,baseline_teams_per100k_2017_2019,baseline_team_scarcity_z
1,北海道,2014,241214,217618,7.6,37.3,48439,4416,18384,1349,310,408,4459,1923,,,,,,,,,,,,,,,,,0.200813385624,0.0183073950932,0.0844783060225,0.0061989357498,778.109677419,,,,,,,,,,,北海道,20830,323,1.5506481037,20830,803,3.85501680268843,20.0813385624,8.44783060225,1.3390599218950807,6.160051472893333,-0.6312101032008967
1,北海道,2015,240693,217516,7.6,37.5,47254,4226,18298,1385,311,409,4398,1950,,,,,,,,,,,,,,,,,0.196324778868,0.0175576356604,0.0841225473069,0.00636734768937,773.932475884,,,,,,,,,,,北海道,20757,296,1.4260249554,20757,787,3.7914920267861443,19.6324778868,8.41225473069,1.2297823368357201,6.160051472893333,-0.6312101032008967
1,北海道,2016,248143,224029,7.8,38.3,52219,4834,20169,1527,322,414,4611,2139,,,,,,,,,,,,,,,,,0.210439141946,0.0194807026594,0.090028523093,0.00681608184655,770.630434783,,,,,,,,,,,北海道,21481,289,1.3453749825,21481,839,3.905777198454448,21.0439141946,9.0028523093,1.1646510278347566,6.160051472893333,-0.6312101032008967
1,北海道,2017,253148,229085,7.8,38.6,54139,4581,21146,1682,325,422,4521,2106,258.0,17.0,275.0,493.0,,,,5325000.0,1632000.0,,275.0,275.0,2237239.0,90410.9,89662.9,km,0.213863036643,0.0180961334871,0.0923063491717,0.00734225287557,778.916923077,833.036363636,0.306478873239,4753.95305164,6.10328638498,22372.39,90410.9,89662.9,238.016590986,4.0411820105,4.00774794289,北海道,21703,306,1.4099433258,21703,880,4.054738976178409,21.386303664299998,9.23063491717,1.2087790541501415,6.160051472893333,-0.6312101032008967
1,北海道,2018,263739,239012,8.0,38.7,58922,5003,22127,1762,327,425,4631,2154,257.0,17.0,274.0,486.0,,,,5293000.0,1656000.0,,274.0,274.0,2237238.0,90456.8,89693.3,km,0.223410265452,0.0189695115247,0.0925769417435,0.00737201479424,806.541284404,872.306569343,0.312866049499,4982.7885887,6.17797090497,22372.38,90456.8,89693.3,236.586362291,4.04323545372,4.0091085526,北海道,21698,309,1.4240943866,21698,908,4.184717485482533,22.3410265452,9.25769417435,1.1716128445167382,6.160051472893333,-0.6312101032008967
1,北海道,2019,269210,242714,8.0,38.8,61087,4813,22617,1698,326,425,4629,2197,261.0,16.0,277.0,484.0,,,,5259000.0,1673000.0,,277.0,277.0,2237288.0,90552.7,89766.0,km,0.226912076074,0.0178782363211,0.0931837471262,0.00699588816467,825.797546012,876.223826715,0.31812131584,5119.03403689,6.19889712873,22372.88,90552.7,89766.0,235.061377883,4.04743153318,4.01226842499,北海道,21775,407,1.8691159587,21775,1093,5.019517795637198,22.6912076074,9.31837471262,1.511830912670406,6.160051472893333,-0.6312101032008967
1,北海道,2020,241616,215744,8.3,40.5,61398,4886,24358,1651,326,427,4608,2239,,,,479.0,,,,5224614.0,1664023.0,2269923.0,,,,,,,0.254113965963,0.0202221707172,0.112902328686,0.00765258825274,741.153374233,,0.318496830579,4624.57130804,6.23969541099,,,,,,,北海道,20703,481,2.3233347824,20703,1211,5.849393807660726,25.4113965963,11.2902328686,1.9907622011787298,6.160051472893333,-0.6312101032008967
1,北海道,2021,260844,231281,8.6,41.9,76276,6151,29625,1825,325,429,4620,2332,,,,471.0,,,,5183000.0,1686000.0,2269920.0,,,,,,,0.292419990492,0.0235811442855,0.128090936999,0.00789083409359,802.596923077,,0.32529423114,5032.68377388,6.27049971059,,,,,,,北海道,21449,612,2.8532798732,21449,1513,7.053941908713693,29.2419990492,12.809093699900002,2.3462299305331924,6.160051472893333,-0.6312101032008967
1,北海道,2022,296071,254349,9.4,45.2,107983,10896,44618,3194,328,435,4765,2381,,,,465.0,,,,5140000.0,1686000.0,2269856.0,,,,,,,0.364719948931,0.0368019833081,0.175420386949,0.0125575488797,902.655487805,,0.328015564202,5760.13618677,6.3813229572,,,,,,,北海道,23050,1169,5.0715835141,23050,2292,9.943600867678958,36.4719948931,17.5420386949,3.948377247349453,6.160051472893333,-0.6312101032008967
1,北海道,2023,312477,271261,9.2,44.0,110095,10093,42458,2410,332,436,4705,2365,,,,464.0,,,,5092000.0,1681000.0,2268995.0,,,,,,,0.352329931483,0.0322999772783,0.156520841551,0.00888443233638,941.195783133,,0.330125687353,6136.62608013,6.52003142184,,,,,,,北海道,23281,1049,4.5058201967,23281,2254,9.681714702976675,35.232993148300004,15.652084155099999,3.3570470786649897,6.160051472893333,-0.6312101032008967
1,北海道,2024,301864,266835,9.5,44.6,109944,12549,44657,2603,335,441,4679,2394,,,,,,,,5043000.0,1677000.0,2269076.0,,,,,,,0.364216998383,0.0415717011634,0.167358105196,0.00975509209811,901.086567164,,0.33254015467,5985.80210192,6.64287130676,,,,,,,北海道,24319,791,3.2526008471,24319,2459,10.111435503104568,36.4216998383,16.7358105196,2.6203853390931013,6.160051472893333,-0.6312101032008967
2,青森県,2014,47986,44565,8.0,35.4,11798,881,2778,125,90,111,1308,396,,,,,,,,,,,,,,,,,0.245863376818,0.0183595215271,0.0623359138337,0.00280489173118,533.177777778,,,,,,,,,,,青森県,6995,61,0.8720514653,6995,152,2.172980700500357,24.5863376818,6.233591383369999,1.2712041011961823,6.994783196403333,-1.1797679985261509
2,青森県,2015,47223,43811,8.1,35.9,11731,800,2822,137,90,113,1236,394,,,,,,,,,,,,,,,,,0.248417084895,0.016940897444,0.0644130469517,0.00312706854443,524.7,,,,,,,,,,,青森県,7161,62,0.8658008658,7161,161,2.2482893450635384,24.8417084895,6.4413046951699995,1.3129195519132626,6.994783196403333,-1.1797679985261509
2,青森県,2016,47452,44080,8.3,36.7,12835,780,3074,140,87,113,1284,424,,,,,,,,,,,,,,,,,0.270483857372,0.0164376633229,0.0697368421053,0.00317604355717,545.425287356,,,,,,,,,,,青森県,7098,56,0.7889546351,7098,202,2.8458720766413075,27.048385737199997,6.97368421053,1.1801399308775182,6.994783196403333,-1.1797679985261509
2,青森県,2017,47811,44117,8.4,37.2,13390,903,3208,154,89,114,1354,442,47.0,3.0,50.0,78.0,,,,1282000.0,407000.0,,50.0,50.0,322970.0,20049.9,19950.0,km,0.280061073811,0.018886867039,0.0727157331641,0.00349071786386,537.202247191,882.34,0.317472698908,3729.40717629,6.94227769111,3229.7,20049.9,19950.0,396.940892343,6.207975973,6.17704430752,青森県,7036,59,0.8385446276,7036,179,2.5440591245025583,28.006107381099998,7.2715733164100005,1.2340256426345402,6.994783196403333,-1.1797679985261509
2,青森県,2018,49665,45793,8.4,37.6,14158,940,3519,196,89,114,1363,465,47.0,2.0,49.0,79.0,,,,1268000.0,412000.0,,49.0,49.0,322971.0,20097.2,19997.2,km,0.285069968791,0.0189268096245,0.0768458061276,0.0042801301509,558.033707865,934.551020408,0.324921135647,3916.79810726,7.01892744479,3229.71,20097.2,19997.2,392.6049088,6.22260202928,6.19163949704,青森県,7197,47,0.6530498819,7197,196,2.7233569542865084,28.5069968791,7.6845806127600005,0.9463404812242021,6.994783196403333,-1.1797679985261509
2,青森県,2019,50187,45966,8.5,37.7,14484,992,3442,166,88,113,1376,490,47.0,2.0,49.0,77.0,,,,1253000.0,415000.0,,49.0,49.0,322970.0,20112.7,20012.8,km,0.28860063363,0.0197660748799,0.0748814341035,0.0036113649219,570.306818182,938.081632653,0.331205107741,4005.3471668,7.02314445331,3229.7,20112.7,20012.8,387.961730192,6.22742050345,6.19648883797,青森県,6925,47,0.678700361,6925,215,3.104693140794224,28.860063363,7.488143410349999,0.936497499352422,6.994783196403333,-1.1797679985261509
2,青森県,2020,46130,42014,8.7,38.8,14072,974,3516,163,87,109,1386,491,,,,77.0,,,,1237984.0,412943.0,325319.0,,,,,,,0.305050942987,0.0211142423586,0.0836863902509,0.00387965916123,530.229885057,,0.333560853775,3726.21940187,7.02755447566,,,,,,,青森県,6840,58,0.8479532164,6840,247,3.611111111111111,30.505094298699998,8.36863902509,1.2573162800780404,6.994783196403333,-1.1797679985261509
2,青森県,2021,49088,44472,9.5,40.9,18806,1278,4795,184,86,111,1339,503,,,,76.0,,,,1221000.0,419000.0,325317.0,,,,,,,0.383107887875,0.0260348761408,0.107820651196,0.00413743479043,570.790697674,,0.343161343161,4020.31122031,7.04340704341,,,,,,,青森県,7389,72,0.9744214373,7389,332,4.493165516308025,38.3107887875,10.7820651196,1.4667535853976532,6.994783196403333,-1.1797679985261509
2,青森県,2022,56153,50989,10.0,44.0,23958,1834,7587,373,86,111,1359,509,,,,73.0,,,,1204000.0,419000.0,325350.0,,,,,,,0.426655744128,0.0326607661211,0.14879679931,0.00731530330071,652.941860465,,0.348006644518,4663.87043189,7.14285714286,,,,,,,青森県,7718,73,0.9458408914,7718,397,5.143819642394402,42.6655744128,14.879679931,1.3000195893362776,6.994783196403333,-1.1797679985261509
2,青森県,2023,60197,54672,10.0,43.3,26873,1803,7448,257,86,112,1374,519,,,,72.0,,,,1184000.0,417000.0,325268.0,,,,,,,0.446417595561,0.0299516587205,0.136230611648,0.00470076090138,699.965116279,,0.352195945946,5084.20608108,7.26351351351,,,,,,,青森県,7834,73,0.9318355885,7834,385,4.914475363798825,44.641759556100006,13.6230611648,1.2126850175257904,6.994783196403333,-1.1797679985261509
2,青森県,2024,58458,53390,10.1,42.3,26543,1782,6586,211,87,112,1371,538,,,,,,,,1165000.0,416000.0,325269.0,,,,,,,0.454052482124,0.0304834239967,0.123356433789,0.00395205094587,671.931034483,,0.357081545064,5017.85407725,7.4678111588,,,,,,,青森県,7211,67,0.9291360422,7211,306,4.243516849258078,45.405248212400004,12.3356433789,1.146122002121181,6.994783196403333,-1.1797679985261509
3,岩手県,2014,49880,46633,8.9,42.3,16382,2618,6656,398,84,99,1135,365,,,,,,,,,,,,,,,,,0.328428227747,0.0524859663192,0.142731542041,0.00853472862565,593.80952381,,,,,,,,,,,岩手県,6072,61,1.0046113307,6072,246,4.051383399209486,32.8428227747,14.273154204099999,1.222935044105854,6.694117283533333,-0.9821803716099475
3,岩手県,2015,49656,46433,9.3,43.1,17806,2424,6811,388,84,100,1133,376,,,,,,,,,,,,,,,,,0.358587079104,0.0488158530691,0.146684470097,0.00835612603106,591.142857143,,,,,,,,,,,岩手県,6415,65,1.0132501949,6415,321,5.003897116134061,35.8587079104,14.6684470097,1.3090059610117608,6.694117283533333,-0.9821803716099475
3,岩手県,2016,50242,46838,9.5,43.5,18980,2567,6985,436,84,100,1138,393,,,,,,,,,,,,,,,,,0.377771585526,0.0510927112774,0.14913104744,0.00930868098552,598.119047619,,,,,,,,,,,岩手県,6963,49,0.7037196611,6963,270,3.877638948728996,37.7771585526,14.913104744,0.9752796465108873,6.694117283533333,-0.9821803716099475
3,岩手県,2017,51350,47741,9.8,43.9,20287,2847,7337,428,83,101,1162,396,48.0,0.0,48.0,78.0,,,,1254000.0,400000.0,,48.0,48.0,371401.0,33453.3,33154.1,km,0.395073028238,0.0554430379747,0.15368341677,0.0089650405312,618.674698795,994.604166667,0.318979266348,4094.89633174,6.61881977671,3714.01,33453.3,33154.1,337.640447926,9.00732631307,8.9267664869,岩手県,6589,43,0.6526028229,6589,297,4.507512520868113,39.5073028238,15.368341677,0.8373904576436222,6.694117283533333,-0.9821803716099475
3,岩手県,2018,53297,49485,9.8,44.0,21118,2949,7512,452,83,101,1159,396,48.0,0.0,48.0,78.0,,,,1240000.0,403000.0,,48.0,48.0,371401.0,33402.3,33103.1,km,0.396232433345,0.0553314445466,0.151803576841,0.00913408103466,642.13253012,1030.9375,0.325,4298.14516129,6.6935483871,3714.01,33402.3,33103.1,333.870937343,8.99359452452,8.91303469834,岩手県,6718,44,0.6549568324,6718,304,4.525156296516821,39.6232433345,15.180357684099999,0.8255624143948065,6.694117283533333,-0.9821803716099475
3,岩手県,2019,52660,48912,9.5,43.8,19810,2586,7068,418,83,102,1194,412,47.0,0.0,47.0,76.0,,,,1226000.0,406000.0,,47.0,47.0,371401.0,33461.9,33163.1,km,0.376186859096,0.0491074819597,0.144504416094,0.00854596009159,634.457831325,1040.68085106,0.331158238173,4295.26916803,6.76998368679,3714.01,33461.9,33163.1,330.10142676,9.00964186957,8.9291897437,岩手県,6483,57,0.8792225821,6483,260,4.010488971155329,37.6186859096,14.4504416094,1.0824154956323586,6.694117283533333,-0.9821803716099475
3,岩手県,2020,48041,44582,9.7,44.7,18889,2508,6871,379,84,101,1202,429,,,,77.0,,,,1210534.0,404359.0,375137.0,,,,,,,0.393184987823,0.0522054078808,0.154120497062,0.0085011888206,571.916666667,,0.334033575265,3968.57915598,6.93908638667,,,,,,,岩手県,6341,53,0.8358303107,6341,314,4.951900331178048,39.3184987823,15.412049706200001,1.1032243292187922,6.694117283533333,-0.9821803716099475
3,岩手県,2021,50567,47050,10.0,45.7,21629,2736,7657,409,84,102,1202,424,,,,77.0,,,,1196000.0,409000.0,375137.0,,,,,,,0.427729546938,0.0541064330492,0.162741764081,0.00869287991498,601.988095238,,0.341973244147,4228.01003344,7.02341137124,,,,,,,岩手県,6247,70,1.1205378582,6247,382,6.114935168881063,42.7729546938,16.2741764081,1.3843020151482193,6.694117283533333,-0.9821803716099475
3,岩手県,2022,54968,50550,10.5,48.2,25232,3510,10444,520,84,102,1205,442,,,,77.0,,,,1181000.0,408000.0,375137.0,,,,,,,0.459030708776,0.0638553340125,0.206607319486,0.0102868447082,654.380952381,,0.345469940728,4654.36071126,7.11261642676,,,,,,,岩手県,6604,136,2.0593579649,6604,517,7.828588734100546,45.9030708776,20.6607319486,2.4741667879493523,6.694117283533333,-0.9821803716099475
3,岩手県,2023,59272,54367,10.3,47.4,26716,3455,10801,421,85,103,1232,456,,,,76.0,,,,1163000.0,407000.0,375140.0,,,,,,,0.450735591848,0.0582905925226,0.19866830982,0.00774366803392,697.317647059,,0.349957007739,5096.47463457,7.3086844368,,,,,,,岩手県,6447,176,2.7299519156,6447,538,8.344966651155577,45.0735591848,19.866830982,2.9693615872587396,6.694117283533333,-0.9821803716099475
3,岩手県,2024,57925,53337,10.1,46.7,24622,3183,9812,461,85,103,1273,474,,,,,,,,1145000.0,405000.0,375141.0,,,,,,,0.425066896849,0.0549503668537,0.183962352588,0.00864315578304,681.470588235,,0.353711790393,5058.95196507,7.42358078603,,,,,,,岩手県,6105,116,1.9000819001,6105,462,7.5675675675675675,42.5066896849,18.3962352588,2.0025895554596462,6.694117283533333,-0.9821803716099475
4,宮城県,2014,101344,90927,8.6,42.8,31127,2397,12971,515,93,114,1054,381,,,,,,,,,,,,,,,,,0.307142011367,0.0236521155668,0.142652897379,0.00566388421481,1089.72043011,,,,,,,,,,,宮城県,9120,602,6.600877193,9120,921,10.098684210526315,30.714201136699998,14.2652897379,5.940164193242817,4.23988226724,0.6306611644830358
4,宮城県,2015,103126,92543,8.6,42.5,31556,2240,12845,484,94,114,1093,395,,,,,,,,,,,,,,,,,0.305994608537,0.0217210014933,0.138800341463,0.00523000118864,1097.08510638,,,,,,,,,,,宮城県,9232,623,6.7482668977,9232,1010,10.940207972270365,30.599460853700002,13.8800341463,6.041153540329306,4.23988226724,0.6306611644830358
4,宮城県,2016,103755,94288,8.5,41.1,30715,2099,10835,315,96,115,1092,413,,,,,,,,,,,,,,,,,0.296033926076,0.0202303503446,0.114913880876,0.00334082810114,1080.78125,,,,,,,,,,,宮城県,9388,398,4.2394546229,9388,796,8.478909245845761,29.6033926076,11.4913880876,3.835959712784926,4.23988226724,0.6306611644830358
4,宮城県,2017,106048,96185,8.4,40.7,30267,2196,10271,298,97,116,1065,422,69.0,4.0,73.0,114.0,,,,2326000.0,631000.0,,73.0,73.0,315488.0,25369.4,25190.2,km,0.285408494267,0.0207076041038,0.106783802048,0.00309819618444,1093.27835052,1317.60273973,0.27128116939,4559.2433362,4.17024935512,3154.88,25369.4,25190.2,737.270514251,8.0413201136,7.98451922102,宮城県,9611,312,3.2462803038,9611,771,8.022058058474665,28.5408494267,10.6783802048,2.9420639710319856,4.23988226724,0.6306611644830358
4,宮城県,2018,109590,99600,8.6,41.0,33055,2449,10909,284,98,117,1038,439,70.0,4.0,74.0,113.0,,,,2320000.0,643000.0,,74.0,74.0,315489.0,25378.4,25199.2,km,0.301624235788,0.0223469294644,0.10952811245,0.00285140562249,1118.26530612,1345.94594595,0.277155172414,4723.70689655,4.22413793103,3154.89,25378.4,25199.2,735.366367766,8.04414733953,7.98734662698,宮城県,9613,294,3.0583584729,9613,746,7.760324560491002,30.162423578800002,10.952811245000001,2.682726526142896,4.23988226724,0.6306611644830358
4,宮城県,2019,112997,101893,8.6,41.7,34163,2242,11744,305,100,122,1040,445,69.0,4.0,73.0,112.0,,,,2312000.0,652000.0,,73.0,73.0,315498.0,25496.5,25317.3,km,0.302335460233,0.019841234723,0.115258162975,0.00299333614674,1129.97,1395.79452055,0.282006920415,4887.41349481,4.32525951557,3154.98,25496.5,25317.3,732.809716702,8.08135075341,8.02455166118,宮城県,9932,355,3.5743052759,9932,778,7.833266210229561,30.2335460233,11.525816297499999,3.141676327690116,4.23988226724,0.6306611644830358
4,宮城県,2020,100737,90199,8.9,43.0,33616,2218,11707,318,100,122,1038,451,,,,109.0,,,,2301996.0,638984.0,318591.0,,,,,,,0.333700626384,0.0220177293348,0.129790795907,0.00352553797714,1007.37,,0.277578240796,4376.07189587,4.34405620166,,,,,,,宮城県,9194,350,3.8068305417,9194,830,9.027626713073744,33.3700626384,12.9790795907,3.4743937182961573,4.23988226724,0.6306611644830358
4,宮城県,2021,106767,95348,9.3,44.9,40143,2777,15031,506,101,122,1057,458,,,,109.0,,,,2290000.0,655000.0,318591.0,,,,,,,0.375986962264,0.0260099094289,0.157643579309,0.00530687586525,1057.0990099,,0.286026200873,4662.31441048,4.41048034934,,,,,,,宮城県,8935,460,5.1482932289,8935,906,10.139899272523783,37.5986962264,15.7643579309,4.3084473666957015,4.23988226724,0.6306611644830358
4,宮城県,2022,122457,105643,10.0,49.6,55907,4435,23994,1417,102,125,1187,495,,,,108.0,,,,2280000.0,659000.0,318591.0,,,,,,,0.456543929706,0.0362167944666,0.22712342512,0.0134130988329,1200.55882353,,0.289035087719,5370.92105263,4.47368421053,,,,,,,宮城県,8904,754,8.4681042228,8904,1281,14.38679245283019,45.6543929706,22.712342512,6.157263365916199,4.23988226724,0.6306611644830358
4,宮城県,2023,130226,112950,9.9,48.3,58478,4115,23683,940,103,128,1172,520,,,,108.0,,,,2264000.0,662000.0,318594.0,,,,,,,0.449050112881,0.0315989126595,0.209676848163,0.0083222664896,1264.33009709,,0.292402826855,5752.03180212,4.54946996466,,,,,,,宮城県,9326,779,8.3529916363,9326,1265,13.56422903710058,44.9050112881,20.9676848163,5.9819083746717245,4.23988226724,0.6306611644830358
4,宮城県,2024,130260,114361,9.6,47.1,54114,3512,22234,718,103,128,1228,524,,,,,,,,2248000.0,665000.0,318603.0,,,,,,,0.415430677107,0.026961461692,0.194419426203,0.00627836412763,1264.66019417,,0.295818505338,5794.48398577,4.58185053381,,,,,,,宮城県,9327,807,8.6522997748,9327,1335,14.31328401415246,41.5430677107,19.4419426203,6.19530170428374,4.23988226724,0.6306611644830358
5,秋田県,2014,39801,37099,8.4,36.2,11671,1089,2747,111,75,85,1052,287,,,,,,,,,,,,,,,,,0.293233838346,0.0273611215799,0.07404512251,0.00299199439338,530.68,,,,,,,,,,,秋田県,6880,12,0.1744186047,6880,56,0.813953488372093,29.323383834599998,7.404512251000001,0.3014999623125047,7.71409122979,-1.6524732878686266
5,秋田県,2015,39179,36574,8.5,36.1,11786,934,2572,107,75,85,1092,309,,,,,,,,,,,,,,,,,0.300824421246,0.0238393016667,0.0703231804014,0.00292557554547,522.386666667,,,,,,,,,,,秋田県,6807,12,0.1762891141,6807,55,0.8079917731746731,30.0824421246,7.03231804014,0.3062865310497971,7.71409122979,-1.6524732878686266
5,秋田県,2016,39558,36935,8.5,36.6,12034,1041,2819,110,75,85,1095,313,,,,,,,,,,,,,,,,,0.304211537489,0.0263157894737,0.0763232706105,0.00297820495465,527.44,,,,,,,,,,,秋田県,7050,11,0.1560283688,7050,62,0.8794326241134752,30.421153748899997,7.63232706105,0.27807270337226353,7.71409122979,-1.6524732878686266
5,秋田県,2017,40748,38205,8.7,37.0,12931,1104,3025,116,76,86,1142,336,26.0,0.0,26.0,53.0,,,,999000.0,354000.0,,26.0,26.0,320437.0,23859.2,23656.0,km,0.317340728379,0.0270933542751,0.0791781180474,0.0030362517995,536.157894737,1469.42307692,0.354354354354,4078.87887888,7.60760760761,3204.37,23859.2,23656.0,311.76175036,7.44583178597,7.38241838489,秋田県,7477,13,0.173866524,7477,57,0.7623378360304935,31.7340728379,7.91781180474,0.319034063021498,7.71409122979,-1.6524732878686266
5,秋田県,2018,41206,38665,8.7,37.4,13100,1172,3153,98,76,86,1142,348,27.0,0.0,27.0,53.0,,,,985000.0,357000.0,,27.0,27.0,320437.0,23860.9,23657.8,km,0.317914866767,0.0284424598359,0.0815466183887,0.00253459200828,542.184210526,1432.03703704,0.362436548223,4183.35025381,7.71573604061,3204.37,23860.9,23657.8,307.392716821,7.44636231147,7.38298011778,秋田県,7471,24,0.3212421363,7471,74,0.9904965868023022,31.791486676699996,8.15466183887,0.5824394505654517,7.71409122979,-1.6524732878686266
5,秋田県,2019,40876,38381,8.7,37.1,12685,1073,2997,102,76,86,1181,358,28.0,0.0,28.0,52.0,,,,972000.0,359000.0,,28.0,28.0,320437.0,23891.2,23688.0,km,0.310328799295,0.0262501223212,0.0780855110602,0.00265756494099,537.842105263,1370.75,0.369341563786,4205.34979424,7.81893004115,3204.37,23891.2,23688.0,303.335757107,7.45581814834,7.39240474727,秋田県,7418,21,0.2830951739,7418,68,0.9166891345376112,31.0328799295,7.8085511060199995,0.5137488991095019,7.71409122979,-1.6524732878686266
5,秋田県,2020,37658,35106,8.9,37.7,12544,1078,2847,98,76,86,1209,370,,,,50.0,,,,959502.0,357568.0,323334.0,,,,,,,0.333103191885,0.0286260555526,0.0810972483336,0.00279154560474,495.5,,0.372659984033,3924.74429444,7.92077556899,,,,,,,秋田県,7423,10,0.1347164219,7423,69,0.9295433113296511,33.310319188499996,8.109724833360001,0.26554782516331193,7.71409122979,-1.6524732878686266
5,秋田県,2021,40772,38080,9.4,39.1,15030,1252,3674,187,76,86,1230,395,,,,50.0,,,,945000.0,360000.0,323329.0,,,,,,,0.368635337977,0.0307073481801,0.096481092437,0.00491071428571,536.473684211,,0.380952380952,4314.4973545,8.04232804233,,,,,,,秋田県,7719,21,0.2720559658,7719,79,1.023448633242648,36.8635337977,9.6481092437,0.5150593544589425,7.71409122979,-1.6524732878686266
5,秋田県,2022,45945,42283,9.9,41.3,19420,1978,5222,284,76,87,1229,396,,,,49.0,,,,930000.0,359000.0,323329.0,,,,,,,0.422679290456,0.0430514745892,0.123501170683,0.00671664735236,604.539473684,,0.386021505376,4940.32258065,8.17204301075,,,,,,,秋田県,8601,87,1.0115102895,8601,186,2.1625392396232996,42.2679290456,12.3501170683,1.8935683969964088,7.71409122979,-1.6524732878686266
5,秋田県,2023,48413,44546,9.5,40.0,19204,1667,4716,182,77,87,1238,403,,,,48.0,,,,914000.0,357000.0,323329.0,,,,,,,0.396670315824,0.0344329002541,0.105868091411,0.00408566425717,628.74025974,,0.390590809628,5296.82713348,8.42450765864,,,,,,,秋田県,8697,121,1.3912843509,8697,180,2.069679199724043,39.6670315824,10.5868091411,2.4993286927065044,7.71409122979,-1.6524732878686266
5,秋田県,2024,46523,43022,9.4,39.2,17833,1378,3931,121,77,87,1244,416,,,,,,,,897000.0,354000.0,323329.0,,,,,,,0.383315779292,0.0296197579692,0.0913718562596,0.00281251452745,604.194805195,,0.394648829431,5186.51059086,8.58416945373,,,,,,,秋田県,8576,71,0.827891791,8576,153,1.7840485074626866,38.3315779292,9.137185625959999,1.5261268619822452,7.71409122979,-1.6524732878686266
6,山形県,2014,43105,40712,8.9,37.1,14393,1159,2712,95,65,78,698,236,,,,,,,,,,,,,,,,,0.333905579399,0.026887832038,0.0666142660641,0.00233346433484,663.153846154,,,,,,,,,,,山形県,6296,86,1.3659466328,6296,280,4.447268106734435,33.3905579399,6.661426606409999,1.9951281753856862,6.0160287313500005,-0.5365631528636403
6,山形県,2015,43092,40951,8.9,37.7,14419,1018,2851,79,65,79,639,252,,,,,,,,,,,,,,,,,0.334609672329,0.0236238745011,0.0696197895045,0.00192913481966,662.953846154,,,,,,,,,,,山形県,6191,61,0.9853012437,6191,216,3.4889355516071716,33.4609672329,6.96197895045,1.4155759769794858,6.0160287313500005,-0.5365631528636403
6,山形県,2016,43430,41359,8.9,38.2,14442,1054,3002,73,65,79,671,263,,,,,,,,,,,,,,,,,0.332535113977,0.0242689385218,0.0725839599603,0.0017650330037,668.153846154,,,,,,,,,,,山形県,6044,65,1.075446724,6044,233,3.85506287227002,33.253511397699995,7.25839599603,1.4966612940363804,6.0160287313500005,-0.5365631528636403
6,山形県,2017,43849,41640,8.9,38.6,14904,1203,3193,94,65,79,693,283,36.0,0.0,36.0,55.0,,,,1103000.0,355000.0,,36.0,36.0,288480.0,16765.6,16602.9,km,0.339893726197,0.0274350612329,0.0766810758886,0.00225744476465,674.6,1156.66666667,0.32184950136,3975.4306437,5.89301903898,2884.8,16765.6,16602.9,382.348863006,5.81170271769,5.75530366057,山形県,6232,69,1.1071887035,6232,233,3.738767650834403,33.9893726197,7.66810758886,1.5735820657255581,6.0160287313500005,-0.5365631528636403
6,山形県,2018,45683,43277,8.9,38.8,15201,1317,3498,97,66,78,696,281,35.0,0.0,35.0,54.0,,,,1092000.0,358000.0,,35.0,35.0,288480.0,16812.3,16630.6,km,0.332749600508,0.0288291049187,0.0808281535227,0.00224137532639,692.166666667,1236.48571429,0.327838827839,4183.42490842,6.04395604396,2884.8,16812.3,16630.6,378.53577371,5.82789101498,5.7649057127,山形県,6351,58,0.9132420091,6351,223,3.5112580695953395,33.274960050800004,8.08281535227,1.269618895431561,6.0160287313500005,-0.5365631528636403
6,山形県,2019,45314,42708,8.7,38.8,14380,1088,3474,93,66,79,703,293,35.0,0.0,35.0,54.0,,,,1080000.0,360000.0,,35.0,35.0,288480.0,16846.5,16664.8,km,0.317341219049,0.024010239661,0.0813430738972,0.00217757797134,686.575757576,1220.22857143,0.333333333333,4195.74074074,6.11111111111,2884.8,16846.5,16664.8,374.376039933,5.83974625624,5.77676095397,山形県,6324,108,1.7077798861,6324,241,3.810879190385832,31.734121904899997,8.13430738972,2.383369378117138,6.0160287313500005,-0.5365631528636403
