prefecture_code,prefecture,year,ambulance_dispatches,persons_transported,call_to_scene_arrival_mean_minutes,call_to_physician_handover_mean_minutes,scene_ge10_count,scene_ge20_count,handover_ge60_count,handover_ge120_count,ambulance_teams,ambulance_vehicles,ambulance_personnel,operational_emergency_life_saving_technicians,emergency_designated_hospitals,emergency_designated_clinics,total_emergency_designated_facilities,hospitals,general_hospital_beds,acute_function_beds,highly_acute_function_beds,total_population,population_age65plus,legacy_inhabitable_land_area_km2_ssdse,total_emergency_designated_facilities_direct,total_emergency_designated_facilities_recalculated,inhabitable_land_area_ha,H711001_road_length_including_expressways_km_raw,H7110_road_length_excluding_expressways_km_raw,road_length_original_unit,scene_ge10_share,scene_ge20_share,handover_ge60_share,handover_ge120_share,annual_transport_strain_dispatches_per_team,annual_receiving_strain_transports_per_facility,proportion_age65plus,ambulance_dispatches_per_100000_population,ambulance_teams_per_100000_population,inhabitable_land_area_km2,total_road_length_km,road_length_excluding_expressways_km,population_density_per_inhabitable_km2,road_density_per_inhabitable_km2,road_density_excluding_expressways_per_inhabitable_km2
01,北海道,2014,241214,217618,7.6,37.3,48439,4416,18384,1349,310,408,4459,1923,,,,,,,,,,,,,,,,,0.200813385624,0.0183073950932,0.0844783060225,0.0061989357498,778.109677419,,,,,,,,,,
02,青森県,2014,47986,44565,8.0,35.4,11798,881,2778,125,90,111,1308,396,,,,,,,,,,,,,,,,,0.245863376818,0.0183595215271,0.0623359138337,0.00280489173118,533.177777778,,,,,,,,,,
03,岩手県,2014,49880,46633,8.9,42.3,16382,2618,6656,398,84,99,1135,365,,,,,,,,,,,,,,,,,0.328428227747,0.0524859663192,0.142731542041,0.00853472862565,593.80952381,,,,,,,,,,
04,宮城県,2014,101344,90927,8.6,42.8,31127,2397,12971,515,93,114,1054,381,,,,,,,,,,,,,,,,,0.307142011367,0.0236521155668,0.142652897379,0.00566388421481,1089.72043011,,,,,,,,,,
05,秋田県,2014,39801,37099,8.4,36.2,11671,1089,2747,111,75,85,1052,287,,,,,,,,,,,,,,,,,0.293233838346,0.0273611215799,0.07404512251,0.00299199439338,530.68,,,,,,,,,,
06,山形県,2014,43105,40712,8.9,37.1,14393,1159,2712,95,65,78,698,236,,,,,,,,,,,,,,,,,0.333905579399,0.026887832038,0.0666142660641,0.00233346433484,663.153846154,,,,,,,,,,
07,福島県,2014,80409,74157,9.4,43.6,31205,3031,11339,489,119,132,1409,394,,,,,,,,,,,,,,,,,0.38807844893,0.0376947854096,0.152905322491,0.00659411788503,675.705882353,,,,,,,,,,
08,茨城県,2014,120280,110938,8.8,41.1,41705,1953,11833,454,150,169,2194,654,,,,,,,,,,,,,,,,,0.346732623878,0.0162371134021,0.106663181236,0.00409237592169,801.866666667,,,,,,,,,,
09,栃木県,2014,77525,69720,8.1,40.5,20358,1307,7135,277,90,103,1021,423,,,,,,,,,,,,,,,,,0.262599161561,0.0168590777169,0.102337923121,0.00397303499713,861.388888889,,,,,,,,,,
10,群馬県,2014,88399,81695,8.5,36.7,24165,2422,5497,337,92,107,1081,416,,,,,,,,,,,,,,,,,0.273362820846,0.027398499983,0.0672868596609,0.00412509945529,960.858695652,,,,,,,,,,
11,埼玉県,2014,319984,281747,8.5,45.5,89340,3182,45436,2691,216,262,2025,1123,,,,,,,,,,,,,,,,,0.279201460073,0.00994424721236,0.16126524861,0.009551122106,1481.40740741,,,,,,,,,,
12,千葉県,2014,297758,265818,8.9,44.5,101247,5901,39702,2029,211,255,2313,980,,,,,,,,,,,,,,,,,0.340031166249,0.0198181073221,0.149357831298,0.00763304215666,1411.17535545,,,,,,,,,,
13,東京都,2014,762198,669012,10.8,51.8,359038,25184,160037,7901,246,342,2276,1610,,,,,,,,,,,,,,,,,0.471056077292,0.0330412832361,0.23921394534,0.0118099525868,3098.36585366,,,,,,,,,,
14,神奈川県,2014,437375,390878,8.4,39.9,122092,4288,32089,989,223,283,2060,1222,,,,,,,,,,,,,,,,,0.27914718491,0.009803943984,0.0820946689248,0.00253020123926,1961.32286996,,,,,,,,,,
15,新潟県,2014,98297,88528,8.9,43.4,33966,2426,13009,330,130,156,1631,579,,,,,,,,,,,,,,,,,0.345544624963,0.0246803056044,0.146947858305,0.00372763419483,756.130769231,,,,,,,,,,
16,富山県,2014,39620,37507,7.0,30.2,5801,234,649,26,55,64,632,239,,,,,,,,,,,,,,,,,0.14641595154,0.00590610802625,0.0173034366918,0.000693203935265,720.363636364,,,,,,,,,,
17,石川県,2014,40066,37716,7.3,32.9,7162,488,1288,75,51,59,747,245,,,,,,,,,,,,,,,,,0.178755054161,0.0121799031598,0.0341499628805,0.00198854597518,785.607843137,,,,,,,,,,
18,福井県,2014,27034,26079,7.0,31.3,4600,248,790,32,49,54,425,160,,,,,,,,,,,,,,,,,0.170156099726,0.00917363320263,0.030292572568,0.00122704091415,551.714285714,,,,,,,,,,
19,山梨県,2014,39955,37646,9.3,38.8,12985,1810,3690,231,53,63,614,211,,,,,,,,,,,,,,,,,0.324990614441,0.045300963584,0.098018381767,0.0061361100781,753.867924528,,,,,,,,,,
20,長野県,2014,92380,88310,9.0,37.7,29921,3772,7146,275,118,141,1655,591,,,,,,,,,,,,,,,,,0.323890452479,0.0408313487768,0.0809194881667,0.00311403012116,782.881355932,,,,,,,,,,
21,岐阜県,2014,83051,79051,7.7,32.3,17397,1474,3142,117,127,148,1652,468,,,,,,,,,,,,,,,,,0.209473696885,0.0177481306667,0.0397464927705,0.00148005717828,653.94488189,,,,,,,,,,
22,静岡県,2014,154461,142951,8.6,37.5,46267,3294,9758,438,143,173,1463,608,,,,,,,,,,,,,,,,,0.299538394805,0.021325771554,0.0682611524229,0.00306398696057,1080.14685315,,,,,,,,,,
23,愛知県,2014,321817,294310,7.7,32.1,65017,2279,5940,223,226,266,3539,1184,,,,,,,,,,,,,,,,,0.20203096791,0.00708166442419,0.0201828004485,0.000757704461282,1423.96902655,,,,,,,,,,
24,三重県,2014,89277,83365,8.2,39.2,25448,1559,8473,266,102,117,1667,442,,,,,,,,,,,,,,,,,0.285045420433,0.0174625043404,0.101637377796,0.00319078750075,875.264705882,,,,,,,,,,
25,滋賀県,2014,59454,55973,8.0,32.8,14405,651,1605,62,59,66,834,279,,,,,,,,,,,,,,,,,0.242288155549,0.0109496417398,0.0286745395101,0.00110767691566,1007.69491525,,,,,,,,,,
26,京都府,2014,132822,122964,7.0,32.1,17694,1478,3499,95,86,114,1079,451,,,,,,,,,,,,,,,,,0.133215882911,0.0111276746322,0.0284554829056,0.000772583845678,1544.44186047,,,,,,,,,,
27,大阪府,2014,543764,469107,7.6,36.2,105659,2485,28863,2211,229,301,2751,1297,,,,,,,,,,,,,,,,,0.194310399364,0.00456999727823,0.0615275406251,0.00471321041894,2374.51528384,,,,,,,,,,
28,兵庫県,2014,264636,232451,8.1,37.2,66712,3106,16584,563,189,221,2080,1065,,,,,,,,,,,,,,,,,0.252089662782,0.0117368763131,0.0713440682122,0.00242201582269,1400.19047619,,,,,,,,,,
29,奈良県,2014,65033,60356,8.9,44.1,21402,1309,9558,691,71,85,998,294,,,,,,,,,,,,,,,,,0.329094459736,0.0201282425845,0.15836039499,0.0114487374909,915.957746479,,,,,,,,,,
30,和歌山県,2014,51182,47722,7.8,35.2,11891,1134,3506,195,68,80,751,294,,,,,,,,,,,,,,,,,0.232327771482,0.0221562267985,0.0734671639915,0.00408616570974,752.676470588,,,,,,,,,,
31,鳥取県,2014,23884,22568,9.0,35.6,8553,675,1152,37,31,33,657,155,,,,,,,,,,,,,,,,,0.358105844917,0.0282615977223,0.0510457284651,0.00163948954272,770.451612903,,,,,,,,,,
32,島根県,2014,28547,26915,9.0,36.2,9494,1260,2396,62,68,78,663,210,,,,,,,,,,,,,,,,,0.33257435107,0.0441377377658,0.0890209920119,0.00230354820732,419.808823529,,,,,,,,,,
33,岡山県,2014,83747,78805,8.6,37.3,24615,2202,5890,103,99,117,1733,402,,,,,,,,,,,,,,,,,0.293920976274,0.0262934791694,0.0747414504156,0.00130702366601,845.929292929,,,,,,,,,,
34,広島県,2014,124842,110995,8.0,38.4,30993,2509,10080,571,124,163,1159,617,,,,,,,,,,,,,,,,,0.248257797856,0.0200974031175,0.0908149015721,0.00514437587279,1006.79032258,,,,,,,,,,
35,山口県,2014,66425,60247,8.6,36.3,20892,1619,4231,87,68,89,820,330,,,,,,,,,,,,,,,,,0.314520135491,0.0243733534061,0.0702275631982,0.00144405530566,976.838235294,,,,,,,,,,
36,徳島県,2014,32611,30818,8.2,35.3,8318,901,2218,97,43,52,537,180,,,,,,,,,,,,,,,,,0.255067308577,0.0276287142375,0.0719709260822,0.00314751119476,758.395348837,,,,,,,,,,
37,香川県,2014,47199,43679,8.2,33.5,13037,572,1663,51,40,52,411,164,,,,,,,,,,,,,,,,,0.276213479099,0.0121189008242,0.0380732159619,0.00116760914856,1179.975,,,,,,,,,,
38,愛媛県,2014,66187,62035,8.3,33.9,16764,2054,3905,109,75,94,739,318,,,,,,,,,,,,,,,,,0.253282366628,0.0310332844818,0.062948335617,0.00175707262029,882.493333333,,,,,,,,,,
39,高知県,2014,38418,35408,8.9,39.4,12001,1699,3858,162,47,68,685,228,,,,,,,,,,,,,,,,,0.312379613723,0.0442240616378,0.108958427474,0.00457523723452,817.404255319,,,,,,,,,,
40,福岡県,2014,238993,219364,8.0,30.1,56865,2135,3445,105,152,180,1555,639,,,,,,,,,,,,,,,,,0.237935839125,0.00893331603855,0.0157044911654,0.000478656479641,1572.32236842,,,,,,,,,,
41,佐賀県,2014,34703,32224,9.0,36.7,12704,731,1974,85,42,50,580,202,,,,,,,,,,,,,,,,,0.366077860704,0.0210644612858,0.0612586891758,0.00263778550149,826.261904762,,,,,,,,,,
42,長崎県,2014,62253,56906,8.6,37.5,20631,1717,4683,100,79,94,766,281,,,,,,,,,,,,,,,,,0.331405715387,0.0275810001124,0.082293607001,0.00175728394194,788.012658228,,,,,,,,,,
43,熊本県,2014,84014,76615,8.2,37.0,22180,1713,5208,151,103,117,975,353,,,,,,,,,,,,,,,,,0.264003618445,0.0203894588997,0.0679762448607,0.00197089342818,815.669902913,,,,,,,,,,
44,大分県,2014,51393,48047,8.1,34.6,13159,1661,3804,89,60,73,609,267,,,,,,,,,,,,,,,,,0.256046543304,0.032319576596,0.0791724769497,0.00185235290445,856.55,,,,,,,,,,
45,宮崎県,2014,42575,38606,9.5,37.8,16837,1707,3580,89,49,53,440,208,,,,,,,,,,,,,,,,,0.395466823253,0.0400939518497,0.0927316997358,0.00230534113868,868.87755102,,,,,,,,,,
46,鹿児島県,2014,77549,71822,8.2,36.6,22704,1683,6015,180,108,140,1105,432,,,,,,,,,,,,,,,,,0.292769732685,0.0217024075101,0.0837487120938,0.00250619587313,718.046296296,,,,,,,,,,
47,沖縄県,2014,71474,65308,8.0,31.5,17713,835,1020,21,61,75,973,420,,,,,,,,,,,,,,,,,0.247824383692,0.0116825698856,0.0156183009738,0.000321553255344,1171.70491803,,,,,,,,,,
01,北海道,2015,240693,217516,7.6,37.5,47254,4226,18298,1385,311,409,4398,1950,,,,,,,,,,,,,,,,,0.196324778868,0.0175576356604,0.0841225473069,0.00636734768937,773.932475884,,,,,,,,,,
02,青森県,2015,47223,43811,8.1,35.9,11731,800,2822,137,90,113,1236,394,,,,,,,,,,,,,,,,,0.248417084895,0.016940897444,0.0644130469517,0.00312706854443,524.7,,,,,,,,,,
03,岩手県,2015,49656,46433,9.3,43.1,17806,2424,6811,388,84,100,1133,376,,,,,,,,,,,,,,,,,0.358587079104,0.0488158530691,0.146684470097,0.00835612603106,591.142857143,,,,,,,,,,
04,宮城県,2015,103126,92543,8.6,42.5,31556,2240,12845,484,94,114,1093,395,,,,,,,,,,,,,,,,,0.305994608537,0.0217210014933,0.138800341463,0.00523000118864,1097.08510638,,,,,,,,,,
05,秋田県,2015,39179,36574,8.5,36.1,11786,934,2572,107,75,85,1092,309,,,,,,,,,,,,,,,,,0.300824421246,0.0238393016667,0.0703231804014,0.00292557554547,522.386666667,,,,,,,,,,
06,山形県,2015,43092,40951,8.9,37.7,14419,1018,2851,79,65,79,639,252,,,,,,,,,,,,,,,,,0.334609672329,0.0236238745011,0.0696197895045,0.00192913481966,662.953846154,,,,,,,,,,
07,福島県,2015,80851,74745,9.3,43.4,30786,2626,11190,475,119,132,1397,407,,,,,,,,,,,,,,,,,0.380774511138,0.0324794993259,0.149709010636,0.00635494012977,679.420168067,,,,,,,,,,
08,茨城県,2015,122736,112774,9.0,41.7,45514,2130,12725,471,150,168,2238,703,,,,,,,,,,,,,,,,,0.370828444792,0.0173543214705,0.112836292053,0.00417649458208,818.24,,,,,,,,,,
09,栃木県,2015,78570,70810,8.1,40.5,20952,1311,7194,249,89,104,852,456,,,,,,,,,,,,,,,,,0.266666666667,0.0166857579229,0.101595819799,0.00351645247846,882.808988764,,,,,,,,,,
10,群馬県,2015,87644,81340,8.2,36.4,21793,1834,5143,179,92,110,1067,434,,,,,,,,,,,,,,,,,0.248653644288,0.0209255625029,0.0632284238997,0.00220063929186,952.652173913,,,,,,,,,,
11,埼玉県,2015,322497,284447,8.4,44.4,91142,2522,39898,2156,216,262,2039,1149,,,,,,,,,,,,,,,,,0.282613481676,0.00782022778506,0.140265146055,0.00757961940186,1493.04166667,,,,,,,,,,
12,千葉県,2015,305160,271745,9.0,44.6,105654,5730,40530,1943,214,257,2316,1017,,,,,,,,,,,,,,,,,0.346224931184,0.018777034998,0.149147178421,0.00715008555815,1425.98130841,,,,,,,,,,
13,東京都,2015,764335,677383,10.8,51.4,359374,21435,156421,6565,250,342,2309,1632,,,,,,,,,,,,,,,,,0.470178652031,0.0280439859486,0.23091958316,0.00969171059799,3057.34,,,,,,,,,,
14,神奈川県,2015,441276,394313,8.3,39.7,121571,3392,30604,829,222,289,2008,1259,,,,,,,,,,,,,,,,,0.275498780808,0.00768679919144,0.0776134695027,0.00210239074035,1987.72972973,,,,,,,,,,
15,新潟県,2015,98726,89134,8.9,44.0,33577,2427,13980,398,130,156,1657,592,,,,,,,,,,,,,,,,,0.340102911087,0.0245831898385,0.156842506788,0.00446518724617,759.430769231,,,,,,,,,,
16,富山県,2015,40355,38198,7.0,30.5,5965,228,660,21,56,64,636,246,,,,,,,,,,,,,,,,,0.147813158221,0.00564985751456,0.0172783915388,0.000549767003508,720.625,,,,,,,,,,
17,石川県,2015,41176,38677,7.2,33.1,7171,413,1270,66,51,59,739,250,,,,,,,,,,,,,,,,,0.174154847484,0.0100301146299,0.0328360524343,0.00170644052021,807.37254902,,,,,,,,,,
18,福井県,2015,27759,26723,7.1,31.6,5008,256,875,19,50,55,432,164,,,,,,,,,,,,,,,,,0.180409957131,0.00922223423034,0.032743329716,0.00071099801669,555.18,,,,,,,,,,
19,山梨県,2015,39524,37470,8.7,38.3,11700,1290,3351,181,53,63,641,209,,,,,,,,,,,,,,,,,0.29602266977,0.0326383969234,0.0894315452362,0.00483053109154,745.735849057,,,,,,,,,,
20,長野県,2015,92844,88316,9.0,37.7,30174,3455,6877,186,118,141,1707,598,,,,,,,,,,,,,,,,,0.324996768773,0.0372129593727,0.0778681099687,0.00210607364464,786.813559322,,,,,,,,,,
21,岐阜県,2015,84251,79984,7.8,32.6,18044,1524,3241,129,127,148,1645,497,,,,,,,,,,,,,,,,,0.214169564753,0.0180888060676,0.0405206041208,0.00161282256451,663.393700787,,,,,,,,,,
22,静岡県,2015,159328,147853,8.7,38.0,48305,3325,10556,467,136,172,1524,643,,,,,,,,,,,,,,,,,0.303179604338,0.0208688993774,0.0713952371612,0.00315854260651,1171.52941176,,,,,,,,,,
23,愛知県,2015,329259,303262,7.8,32.4,68020,2133,6410,227,227,266,3516,1210,,,,,,,,,,,,,,,,,0.20658508955,0.00647818282872,0.0211368387731,0.000748527675739,1450.48017621,,,,,,,,,,
24,三重県,2015,90593,84491,8.2,39.1,25336,1509,8442,265,104,117,1804,457,,,,,,,,,,,,,,,,,0.279668407051,0.0166569160973,0.0999159673811,0.00313642873205,871.086538462,,,,,,,,,,
25,滋賀県,2015,61028,57136,8.2,33.4,15672,719,1805,77,59,66,882,291,,,,,,,,,,,,,,,,,0.256800157305,0.0117814773547,0.0315912909549,0.00134766171941,1034.37288136,,,,,,,,,,
